question_id,table_id_rank_1,table_id_rank_2,table_id_rank_3,table_id_rank_4,table_id_rank_5,table_id_rank_6,table_id_rank_7,table_id_rank_8,table_id_rank_9,table_id_rank_10
12,migr_asyapp1mp,migr_asyapp1pc,tps00194,tgs00027,tps00191,tps00189,migr_asyappctza$dv_618,migr_asyapp1up,migr_asywitha$dv_1021,migr_asyaccm$dv_961
13,tipslc10,tepsr_lm410,tepsr_lm411,tps00203,tesem140,enps_lfsa_urgan,enpe_lfsa_urgan,tesem120,med_ps112,tipslm16
14,gov_eu_fa,ten00139,sdg_17_20,gov_eu_nfa,tec00038,tec00040,tec00039,tec00041,tec00042,tipsen10
15,road_eqs_carage,enpe_road_eqs_car,enps_avia_pa,enps_road_eqs_car,road_eqs_carhab,enps_rail_pa,enpe_road_pa,enps_rail_eq,rail_eq_pa_nty,tipslm16
16,sdg_06_10,tessi294,med_ps12,tesem140,tessi293,enpe_lfsa_urgan,tesem120,enps_lfsa_urgan,enps_env_wasgenp,ilc_mdho03c
17,icw_pov_03,tps00203,tec00131,isoc_ci_in_h$dv_512,ilc_lvph01,tps00102,ilc_lvph03,tin00196,enpe_isoc_ci_in_h,tps00101
18,tps00197,sdg_04_20,tesem030,eq_pop04,enps_educ_ltr,yth_educ_030,yth_educ_020,educ_uoe_grad09,edat_lfse_03$dv_598,med_ps23
19,sdg_06_10,tessi293,lfsi_jhh_a,tesem140,eq_pop02,tesem120,tps00028,med_ps112,lfsa_ipga$dv_610,tipslm16
20,tag00064,enpe_cpi,tag00067,tag00062,enps_cpi,tag00069,tag00063,tag00066,tag00065,tag00061
21,tipslm100,med_ps422,med_ps25,trng_nfe16,trng_nfe14,tipsna70,trng_nfe15,sdg_04_10,edat_lfse_14$dv_1864,trng_nfe7
22,med_en46,enps_env_ww_con,med_en47,enps_env_wasacc,enps_env_wastrt,enps_env_wasgenp,env_wat_pop,sdg_06_20,tepsr_lm230,ten00030
23,rail_tf_ns15_sk,rail_tf_ns_sk,rail_tf_ns20_sk,rail_tf_ns15_hu,rail_tf_ns15_lt,rail_tf_ns15_si,rail_tf_ns15_ro,rail_tf_ns15_bg,rail_tf_ns15_cz,rail_tf_ns15_ee
24,tin00196,tin00195,tps00103,tps00102,tps00098,tps00104,tec00010,nama_10_fte,rail_ec_expend,road_ec_invest
25,tipslc10,sdg_01_10,tepsr_lm411,tepsr_lm410,ilc_peps01n$dv_1161,spr_net_ben$dv_1622,tipslc20,ilc_peps07,tesem140,tps00098
26,med_ps421,tesem210,ilc_igtp04,tesem140,med_ps422,tesem120,tipsun20,enpe_lfsa_urgan,enps_lfsa_urgan,ilc_mdho06a$dv_1184
27,med_ps23,med_ps422,tesem140,tipslm16,isoc_ski_itsex,ilc_pnp13,yth_educ_030,tipslm90,lfst_hheredch$dv_2683,educ_uoe_enra10
28,tipslc20,med_ps421,tipslc10,tesem210,enps_lfsa_urgan,tesem120,tesem140,tipsun10,enpe_lfsa_urgan,sdg_11_11
29,tipsex20,tag00067,tag00070,tag00063,tet00002,tag00069,tipsex11,tec00039,tet00071,tag00066
30,lfsi_jhh_a,eq_pop02,met_d3dens,tipslc40,tepsr_lm430,sdg_11_20,tipslm16,ilc_lvho05d,ilc_lvhl11n$dv_1181,ilc_lvhl23n
31,enpe_mar_go,enps_mar_frdir,mar_qg_qm_cwh,mar_mg_aa_pwhd,mar_mg_aa_cwh,tran_im_umar,mar_qg_qm_ewht,ttr00009,mar_sg_am_cwd,mar_sg_am_pwl
32,tipsna30,tipsex10,tipsex11,sdg_12_61,sdg_10_10,tipsex13,tipser12,tipser10,tipsex20,tipspc25
33,tet00028,egi_tr1,enpe_cpi,enps_cpi,enpe_sts_inppd,tet00001,tran_hv_pstra,ttr00001,prc_hpi_hsva,tec00120
34,lfsi_jhh_a,tps00182,tps00203,tesem140,tesem120,sdg_07_20,tespn080,tipslc40,enps_lfsa_urgan,tin00175
35,tespn020,tespn060,enps_demo_frate1,sdg_10_41,tps00199,tespn080,tespm151,ilc_pns2,enps_lfsa_urgan,tespn090
36,rail_go_total,enpe_rail_go,rail_tf_ns10_lu,rail_go_consgmt,rail_pa_total,tran_hv_frtra,tran_im_umar,cei_wm020,mar_sg_am_pwl,avia_tpgo
37,hlth_rs_grd2$dv_2825,hlth_rs_prs2$dv_2824,tps00045,tps00053,med_en24,tesem010,sdg_08_30,isoc_sks_itsps,isoc_ski_itsex,hlth_ps_scre
38,sdg_01_10,tran_hv_ms_psmod,tespm140,tag00116,tran_hv_ms_frmod,tessi190,ilc_di12,tessi191,ilc_pecs01,mar_tp_pa
39,egr_mne,egr_mne_n2sc,tet00037,tet00011,egr_emp,nrg_ind_ren,tet00013,sdg_17_20,mar_tp_pa,mar_tp_go
40,avia_eq_arc_agereg,enps_avia_typ,avia_eq_arc_age,avia_ec_enterp,avia_if_arp,med_air4,avia_ec_emp_ent,enps_avia_pa,med_air3,tran_hv_ms_psmod
41,irt_st_a,tipser20,tipser12,irt_h_mr3_a,rail_ec_expend,tipser11,tipsna40,tipsii21,tipspc16,tipspc26
42,teicp120,teicp050,teicp010,teicp000,teicp070,teicp030,teicp250,teicp020,teicp290,tec00027
43,demo_popmdctb,demo_urespop,tps00178,tps00005,tipslm16,tipslm80,ilc_lvps08$dv_1041,ilc_li34,ilc_li34$dv_1982,educ_uoe_grad06
44,tesem060,tepsr_lm210,ilc_pnp13,tepsr_lm230,tesem180,sdg_05_20,enps_lfsa_urgan,tespn080,tespn060,tespn250
45,med_ps32,lfsi_jhh_a,tps00182,tin00134,tepsr_lm440,isoc_ci_in_h$dv_512,tsc00006,enpe_isoc_ci_in_h,tps00181,ilc_lvho50c
46,tps00099,tps00098,tps00102,tps00101,tps00100,ten00135,spr_net_ben$dv_1622,tps00103,tin00196,enpe_spr_exp
47,road_eqr_motors,enpe_road_eqs_car,enps_rail_eq,rail_eq_vans,med_en3,road_eqs_carage,med_rd7,road_eqs_motorc,rail_eq_pa_nty,road_eqs_carhab
48,mar_mg_aa_pwhd,egi_tr2,enps_mar_frdir,tran_im_umar,mar_tp_go,mar_qg_qm_ewht,mar_sg_am_pwb,mar_tp_sss,mar_sg_am_pwl,mar_sg_am_pwc
49,ilc_mdho02c,sdg_06_10,tepsr_spi130,tepsr_spi110,yth_demo_030,tepsr_spi120,lfst_hheredch$dv_2683,lfst_hhwahchi$dv_1872,educ_uoe_enra20,edat_lfse_20$dv_1101
50,enps_env_ww_con,med_en46,med_en47,med_en21,sdg_06_20,enps_env_wat_cov,enps_env_wasacc,enps_env_wastrt,ten00030,enps_ilc_sanit
51,tipsii50,tipsii40,sdg_08_11,tipspd20,tipspd23,teina110,tipspd25,tipspd13,tipspd15,tipspc13
52,rail_tf_ns10_dk,rail_tf_ns15_dk,rail_tf_ns20_dk,enps_rail_pa,rail_eq_vans,med_ra5,rail_pa_total,med_ma7,rail_pa_speed,rail_tf_ns10_si
53,mar_mg_am_pvh,mar_sg_am_pwc,mar_qg_qm_pvh,mar_qg_qm_pwhc,mar_mg_aa_pwhd,mar_qg_qm_ewhk,mar_mg_am_cvh,mar_sg_am_pwl,mar_sg_am_pwb,mar_sg_am_cv
54,med_ps412,enps_lfsa_ergan,enps_lfsa_argaed,tepsr_wc130,tipslm60,med_ps413,tipslm15,tesem010,enpe_lfsa_ergan,tipslm80
55,enps_cpi,enpe_cpi,tet00001,tag00052,tet00028,tag00046,tipsex20,tipsex11,tec00120,tet00071
56,iww_ec_ent_n,iww_ec_invest,iww_ac_nbac,iww_if_infrastr,iww_eq_age_loa,iww_ec_ent_c,iww_if_hordim,mar_mp_aa_pphd,mar_qg_qm_pwhl,mar_sg_am_pwl
57,ilc_sbjp05,med_ps421,sdg_11_11,med_ps422,tesem120,tesem140,enps_lfsa_urgan,tesem010,enpe_lfsa_urgan,tesem210
58,tps00204,tps00206,tps00216,tps00203,tepsr_wc130,enps_demo_gind,tesem120,enps_demo_frate1,tps00199,tec00001
59,cei_wm010,ten00138,cei_wm011,sdg_11_60,ten00063,cei_pc032,cei_pc034,ten00141,cei_wm060,cei_cie020
60,tec00132,tin00111,egi_em1,tipslm100,sdg_08_11,tesem010,tps00102,tin00110,tipsex20,enps_nama_10_gdp_ea
61,tai08,sdg_02_60,cei_gsr011,tai07,ten00141,tag00041,sdg_17_50,tipsex20,tai04,med_en2
62,tipser20,teimf250,tipser12,tipser13,tipser10,tipser11,teimf200,tipsii12,tipsbp22,tepsr_wc310
63,tipspc20,tipspc23,sdg_08_11,tipspc15,tipspd20,tipspc25,tipspc13,tipspd15,tipspd25,tipspd23
64,ten00110,cei_pc034,enps_env_wasgenm,cei_pc040,sdg_07_20,ilc_lvph01,cei_pc031,cei_cie020,med_en23,ilc_lvph03
65,educ_uoe_perp05,enpe_educ_uoe_enra02,med_ps422,educ_uoe_enra05$dv_441,educ_uoe_enra06,educ_uoe_enra20,educ_uoe_enra10,lfst_hheredch$dv_2683,educ_uoe_enra19,educ_uoe_enra21
66,qoe_ewcs_7b2,tps00073,qoe_ewcs_7a2,nama_10_fte,tipsna70,tipsna62,tipslm16,tipslm10,tec00116,tipslm20
67,tespm020,tessi014,tespn120,hbs_exp_t111,tespn090,ilc_lvph03,tessi121,ilc_mdho06a$dv_1184,tessi020,ilc_mdho06a$dv_2701
68,enps_road_go,enpe_road_go,enps_rail_fr,road_tert_go,enpe_road_pa,med_rd6,road_ec_invest,med_ma7,mar_tp_pa,med_air5
69,gbv_dv_age,gbv_dv_du,gbv_dv_ed,gbv_dv_occ,gbv_any_cnq,gbv_any_age,gbv_any_ed,gbv_any_type,gbv_any_du,gbv_ch_perp
70,rail_go_total,enpe_rail_go,enpe_mar_go,rail_pa_total,ttr00009,mar_mg_aa_pwhd,rail_go_consgmt,tps00104,ttr00011,tec00010
71,tps00203,tec00131,tesem010,sdg_08_30,tesem120,tipslm100,ten00137,tps00102,tespn060,lfsa_ewpsun$dv_607
72,tag00063,tag00054,enps_apro_cpnh1,tag00056,tag00069,tec00001,enpe_apro_cpnh1,tag00070,tag00102,med_ag51
73,road_eqs_trams,rail_eq_vans,road_if_motorwa,rail_if_line_sp,road_ec_entveh,road_eqs_carhab,rail_ec_expend,road_eqs_carage,road_ec_invest,road_eqs_motorc
74,trng_aes_187,med_ps23,enps_lfsa_pganws,tesem240,sdg_04_20,tesem070,tesem030,yth_educ_030,tipslm90,sdg_08_20
75,rail_eq_vans,road_go_ca_d_c,ttr00005,pipe_if_capac,road_eqs_motorc,road_go_ca_d_ha,road_ec_entveh,road_eqs_carhab,road_ec_invest,road_go_ca_c
76,urt_ipr_dfa,urt_ipr_dr,urt_ipr_dfapop,ipr_dfa_tot,tipsho10,tipsst10,sdg_09_40,rail_tf_ns10_hu,earn_ses10_mdeci,earn_ses10_adeci
77,demo_fabortind,enps_demo_infant,tps00199,enps_demo_under5,med_ps12,tesem120,enpe_lfsa_urgan,enps_lfsa_urgan,tepsr_lm420,hlth_cd_aperrto
78,enps_rail_pa,ttr00015,med_ra1,med_ra5,enps_rail_fr,ttr00012,rail_tf_passmov,med_air5,med_ra2,med_ma7
79,orch_olives2,tag00122,orch_olives1,med_ag2,enps_apro_cpnh1,for_protect,orch_total,orch_olives3,for_area,tag00115
80,gbv_awr_leg,gbv_awr_serv,sdg_16_70,tsc00005,gbv_ipv_comm,tepsr_lm410,dsb_sprpb02,sdg_03_20,gbv_shw_comm,tespn010
81,med_air2,road_if_bsurfa,enpe_road_if,enps_road_if,avia_if_arp,enps_avia_if,ttr00003,avia_ec_emp_arp,rail_if_line_sp,med_rd6
82,rail_tf_ns15_cz,enps_rail_pa,ttr00015,rail_eq_vans,rail_tf_passmov,rail_pa_speed,med_ra5,enps_avia_pa,med_air5,rail_tf_ns15_be
83,eq_mor06,tps00122,tps00125,tps00202,tps00128,tps00165,tps00152,demo_magec$dv_1942,prc_colc_pppnat,tps00134
84,sdg_16_20,tec00023,tps00203,tepsr_wc130,gba_nabste,tesem120,enpe_lfsa_argaed,crim_off_cat$dv_348,tipslm16,tipslm60
85,tps00199,enps_demo_frate1,demo_r_find3$dv_1541,tesem120,tespm151,eq_pop04,enps_demo_under5,tesem010,sdg_08_30,tsc00006
86,sdg_04_20,educ_uoe_grad09,tesem030,gbv_npv_ed,rd_p_sen,tps00217,sdg_05_60,yth_educ_030,isoc_ski_itsex,tps00186
87,road_eqr_spurp,road_eqs_spurp,med_rd5,med_rd2,road_ec_entveh,road_eqr_motors,road_ec_invest,road_pa_mov,road_eqs_carhab,tipsex11
88,tin00091,isoc_ci_in_h$dv_512,tin00092,tin00134,isoc_ci_ac_i$dv_1122,isoc_ci_ac_i$dv_1043,enpe_isoc_ci_in_h,tin00098,tin00096,tin00095
89,bs_bs4_06,tipslm100,med_ps411,tesem010,enps_nama_10_gdp,enps_nama_10_gdp_ea,tipsho20,enpe_nama_10_gdp_ea,irt_h_ddmr_a,ilc_lvph03
90,enps_demo_nind,enps_demo_frate1,tesem060,med_ps12,tesem010,med_ps115,sdg_03_11,med_ps112,enps_edat_lfse4,enps_demo_pjangry
91,med_ps22,enps_educ_comprate,sdg_04_20,tesem010,enps_educ_enrate,educ_ipart$dv_437,enps_educ_ltr,tesem030,yth_educ_030,med_ps23
92,ipr_da_typ,urt_ipr_da,ipr_da_tot,met_ipr_da,urt_ipr_dfa,met_ipr_dfa,ipr_dr_tot,ipr_da_pop,met_ipr_dfapop,met_ipr_dapop
93,sdg_15_42,med_en3,sdg_02_60,cei_gsr011,med_en53,med_en41,med_en46,med_en51,env_wat_pop,env_bio2
94,crim_hist,crim_plce,crim_pris_pop,crim_hom_city,crim_off_cat$dv_348,pipe_if_lenght,apro_ec_lshen,crim_off_cat$dv_1401,irt_lt_gby10_m,irt_h_cgby_m
95,egi_va2,enps_nama_10_a10,tet00003,enpe_nama_10_a10,tipsex20,tag00056,tet00037,tet00071,tet00011,tet00012
96,enps_tour_cap_natb,tps00103,tsc00006,migr_respop,enps_tour_occ_arnat,sdg_05_50,tec00132,crim_pris_cap,tsc00005,enpe_tour_occ_arnat
97,pipe_if_capac,pipe_if_lenght,ttr00009,rail_eq_vans,pipe_ec_invest,ten00137,avia_tppa,tran_sf_raildg,pipe_ec_employ,tqoe3a5
98,enps_avia_pa,ttr00016,ttr00012,iww_tf_vetf,ttr00015,road_eqs_carhab,med_air4,mar_tp_pa,ttr00011,avia_tppa
99,tipslm80,tespm080,tps00028,tipslm60,tipslm16,eq_pop03,enps_edat_lfse4,yth_educ_030,tin00186,tipslm90
