question_id,table_id_rank_1,table_id_rank_2,table_id_rank_3,table_id_rank_4,table_id_rank_5,table_id_rank_6,table_id_rank_7,table_id_rank_8,table_id_rank_9,table_id_rank_10
19,cens_91dame,cens_01ndcomf,isoc_sk_cskl_i$dv_266,tessi293,iss_18bfbck,trng_aes_186,tipsun30,hlth_ehis_al3i$dv_461,hlth_ehis_al3e$dv_450,hlth_ehis_al1e$dv_1142
20,tag00064,enpe_apro_cpnh1,tag00103,enps_apro_cpnh1,med_ag2,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,sbs_pen_7b1,tag00123
21,trng_nfe13,trng_cvt_22n1,trng_cvt_21n1,edat_lfse_20$dv_1101,trng_cvt_24n1,trng_cvt_23n1,trng_cvt_25n1,trng_nfe15,trng_nfe18,sdg_08_20a
22,enps_env_ww_con,ten00030,sdg_06_20,med_en47,med_en46,med_en21,med_en24,enps_env_wasacc,cei_cie020,gbv_any_cnq
23,rail_tf_ns15_sk,rail_tf_ns20_sk,rail_tf_ns10_sk,rail_tf_ns_sk,rail_tf_ns15_li,rail_tf_ns15_mk,rail_tf_ns15_no,rail_tf_ns15_lv,rail_tf_ns_ee,rail_tf_ns_li
24,tin00196,tin00195,sdg_10_20,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,sdg_10_10,tec00114,sbs_pen_7b1,tin00185
25,ilc_lvhd01,tesov092,tespn100,tps00151,tesem210,ilc_li22$dv_2664,tepsr_lm412,tespm040,tespn010,tespn110
26,ilc_igtp04,hsw_aw_ws2,tessi121,ilc_igtp03,ilc_li22$dv_2664,lfsi_jhh_a,tessi014,tesov190,tesov092,tespm060
27,educ_iste,educ_ipart$dv_437,educ_fiaid,edat_lfso_00t4,med_ps24,med_ps422,rd_p_sen,hsw_ij_edse,egr_mne_n2sc,ilc_pw15$dv_2750
28,tipslc20,tespn010,tespn110,ilc_li22$dv_2664,tessi220,tespm060,tesov092,tespn120,tessi125,tessi010
29,tet00065,tet00071,tag00123,sbs_pen_7b1,tet00066,teiet150,teiet050,teiet010,teiet110,teilm022
30,earn_nt_lowwtrp,tessi176,tessi178,tessi177,tessi175,tesov190,tin00116,tespm020,med_en44,rd_p_sen
31,mar_qg_qm_ewhd,mar_qg_qm_ewhk,mar_qg_qm_ewht,mar_qg_qm_ewhg,mar_qg_qm_pwhc,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_pwhr,mar_mg_aa_cwh,mar_qg_qm_cwh
32,tipsna30,teiet010,teiet030,teiet060,teiet020,teiet050,teiet070,teiet040,teiet215,iss_21covt
33,tet00028,tet00001,prc_rem_cs,hlth_cd_aperrto,lan_settl,prc_colc_nat,prc_colc_pppnat,prc_rem_avg,ipr_da_typ,prc_colc_ppptot
34,lfsi_jhh_a,tps00181,med_ps423,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,gbv_ch_rp,tps00182,ilc_igtp04,isoc_ci_in_h$dv_512
35,tespn090,ilc_pns5,tespn020,tessi030,sdg_10_30,ilc_li11$dv_2662,tespn250,lfsi_jhh_a,tespn120,tespn110
36,teiis120,teiis110,teiis140,teiis130,road_go_na_ru3g$dv_1582,road_go_na_rl3g$dv_1581,tipsex13,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq
37,hlth_rs_grd2$dv_2825,hlth_rs_prs2$dv_2824,med_ps23,med_ps25,rd_p_sen,tps00045,tps00217,gbv_ch_rp,educ_uoe_grad07,tespm120
38,iss_18bfmmag,egi_so1,tec00106,gbv_st_cnq,iss_21gvcms,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,bs_bs6_04,mar_qg_qm_ewhd
39,egr_mne,egr_emp,egr_mne_n2sc,egr_conc,bs_bs7_04,rail_ac_dnggood,tran_sf_raildg,demo_popmdctb,bd_size$dv_1502,rd_p_sen
40,avia_eq_arc_age,avia_eq_arc_agereg,med_air4,tepsr_sp210,ilc_pnp2$dv_1988,ilc_pns2,ilc_pnp2,enps_avia_typ,ilc_pnp12,ilc_pnp14
41,irt_h_mr3_q,irt_h_mr3_a,teimf040,irt_st_a,irt_h_ddmr_q,enpe_irt_st,irt_h_cgby_q,hsw_aw_nbosv,irt_h_cgby_m,irt_lt_mcby_q
42,teicp120,hsw_ind,teicp000,teicp280,iss_18bfmove,teiet215,teicp090,teicp110,teicp030,teicp080
43,rd_p_sen,tps00181,lfsi_jhh_a,isoc_sk_cskl_i$dv_266,bs_bs4_06,sdg_06_10,tin00172,ilc_li22$dv_2664,iss_stat,tps00178
44,earn_gr_gpgr2ag,earn_gr_gpgr2ct,earn_gr_gpgr2wt,hsw_aw_ws2,hsw_ij_svsha,hsw_ij_svnia,tespn250,earn_gr_hgpg,trng_nfe14,sdg_05_20
45,med_ps32,enps_ilc_secure,isoc_ci_cm_h$dv_507,isoc_ci_in_h$dv_512,enps_ilc_sanit,ilc_lvho50d,isoc_sk_cskl_i$dv_266,ilc_lvhl23n,icw_sr_14,ilc_peps13n
46,tps00099,tps00102,tps00101,gov_eu_nfa,tps00100,tepsr_sp110,spr_net_ben$dv_1622,rd_p_sen,tps00105,env_ac_egss3
47,med_rd2,enps_road_eqs_car,med_en3,road_eqr_tracm,road_eqs_roaene_h,med_rd5,med_rd3,nrg_d_sercv,road_eqs_busmot_h,road_eqr_bum
48,mar_qg_qm_ewhd,mar_qg_qm_ewhk,mar_qg_qm_ewht,mar_qg_qm_ewhg,mar_qg_qm_pwhc,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_pwhr,mar_qg_qm_cwh,enps_mar_frdir
49,ilc_mdho02c,tessi293,ilc_mdho03c,hlth_ehis_al1e$dv_1142,sdg_06_10,cens_91dame,hlth_ehis_al3i$dv_461,hlth_ehis_al3e$dv_450,cens_01ndcomf,rd_p_sen
50,enps_env_ww_con,med_en47,sdg_06_20,med_en44,med_en21,ten00030,env_wat_pop,med_en46,enps_env_wat_cov,med_ps32
51,tipsii50,med_ec0,tipsii40,tipsii10,rd_p_sen,tipsbp22,gbv_npv_cnq,med_ec4,gov_eu_nfa,tipsfs10
52,rail_tf_ns10_dk,rail_tf_ns_dk,rail_tf_ns15_dk,rail_tf_ns20_dk,rail_tf_ns20_el,rail_tf_ns10_mk,rail_tf_ns10_li,rail_tf_ns10_no,rail_tf_ns10_lv,rail_tf_ns10_ee
53,mar_mg_am_pvh,mar_qg_qm_pvh,mar_qg_qm_pwhc,mar_mg_am_cvh,mar_qg_qm_ewhk,mar_sg_am_cv,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_pwhr,gbv_any_cnq
54,med_ps412,tipslm15,tepsr_wc130,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,lfst_dpw_05,tqoe3b4,hsw_aw_ws2,sdg_05_10
55,teiis240,teiis270,teiis260,teiis250,enpe_sts_trtu1,hsw_ij_isna,enpe_sts_trtu,sbs_part_wtstck,teiis200,tet00001
56,tran_sf_marves,iww_ac_nbac,ttr00007,rd_p_sen,iww_ec_ent_c,iww_ec_invest,sdg_09_60,iww_if_infrastr,iww_tf_vetf,tran_im_umod
57,ilc_sbjp05,isoc_ci_in_h$dv_512,tps00181,isoc_sk_cskl_i$dv_266,isoc_ci_cm_h$dv_507,tessi291,lfsi_jhh_a,rd_p_sen,sdg_01_10a,ilc_li48
58,tps00204,med_ps12,enps_demo_gind,tps00029,tps00019,tps00206,tps00216,hlth_hlye_h,hlth_hlye$dv_287,rd_p_sen
59,cei_wm010,ten00138,cei_pc032,cei_wm011,ten00110,enps_env_wastrt,med_en25,med_en22,cei_pc034,sdg_12_51
60,iss_21covt,bs_bs2_00,bs_bs6_00,tin00110,tin00111,bs_bs8_00,bs_bs6_04,bs_bs10_00,road_ec_empl,tin00116
61,tai08,med_en2,enps_env_air_emis,env_air_no2,tai07,teina406_r2,tin00110,sdg_02_60,sdg_02_20,tag00057
62,teimf250,tipser13,tipser11,tipser12,tipser10,tipser20,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,teina432_r2
63,tipspc15,tipspc13,tipspc25,tipspc23,tipspc10,tipspc20,tipspc26,tipspc24,tipspd15,tipspd13
64,cei_pc031,cei_pc040,cei_pc050,ten00110,sdg_12_51,cei_pc034,enps_env_wasgenm,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq
65,educ_uoe_perp05,educ_iste,educ_fiaid,educ_uoe_perp03,educ_uoe_enra07,educ_uoe_fini06,enpe_educ_uoe_enra02,lfst_dpw_04,educ_uoe_perd05,lfst_dpw_01
66,qoe_ewcs_7b2,eq_pop03,tsc00025,sdg_04_60,enps_edat_lfse4,tps00066,tipslm15,lfst_dpw_06,qoe_ewcs_7a2,ilc_lvhl11n$dv_1181
67,tespm020,tessi014,tessi121,tesov190,rd_p_sen,tespm060,tessi293,tessi292,sdg_06_10,ilc_li22$dv_2664
68,med_rd6,mar_qg_qm_ewht,road_go_na_ru3g$dv_1582,road_go_na_rl3g$dv_1581,road_tert_go,tran_im_urail,enps_road_go,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq
69,gbv_dv_age,gbv_any_cnq,gbv_npv_cnq,gbv_ch_age,gbv_any_age,gbv_ipv_cnq,gbv_dv_du,gbv_npv_age,gbv_dv_type,gbv_dv_occ
70,mar_qg_qm_ewhk,mar_qg_qm_pwhc,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_pwhr,mar_qg_qm_ewhg,mar_qg_qm_ewht,mar_qg_qm_ewhd,mar_qg_qm_cwh,mar_qg_qm_pvh
71,icw_sr_15,icw_sr_16,icw_sr_13,icw_sr_12,icw_sr_03,icw_sr_02,earn_mw_avgr2,earn_mw_avgr1,ilc_li22$dv_2664,tespn100
72,teiet215,tag00056,iss_18bfmove,gov_eu_nfa,env_ac_egss3,tag00102,tag00027,tag00094,teina408_r2,hlth_hlye_h
73,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,road_eqs_trams,cens_91dame,rail_ac_catnmbr,tran_sf_railac,hsw_ind,tps00024,tps00176
74,trng_aes_186,sdg_04_60,trng_aes_187,lfst_dpw_06,isoc_cisci_f$dv_536,eq_pop03,med_ps112,qoe_ewcs_6_6,enps_edat_lfse4,qoe_ewcs_7b1
75,road_go_ca_d_c,road_tert_go,med_rd6,road_go_ca_d_ha,road_go_ca_c,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,tran_im_urail,tec00114
76,ipr_dfa_tot,met_ipr_dfa,met_ipr_dr,ipr_dr_tot,met_ipr_dfapop,env_ac_egss3,educ_uoe_lang03,sdg_09_70,tag00057,educ_iste
77,demo_fabortind,mar_qg_qm_pwhc,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_pwhr,mar_qg_qm_pvh,mar_qg_qm_ewht,mar_qg_qm_ewhg,mar_qg_qm_ewhd,mar_qg_qm_ewhk
78,enps_rail_pa,med_ra5,rail_tf_ns_ee,rail_tf_ns15_mk,rail_tf_ns10_mk,rail_tf_ns20_mk,rail_tf_ns_li,rail_tf_ns15_li,rail_tf_ns10_li,rail_tf_ns_lv
79,orch_olives3,orch_olives2,orch_olives1,orch_total,orch_grapes3,med_ag2,apri_lprc_h,apri_lrnt_h,isoc_cbs,hlth_ehis_sk3i$dv_304
80,gbv_awr_leg,gbv_awr_serv,med_ps43,med_ps423,med_ps24,gbv_ch_perp,gbv_st_rp,educ_fiaid,tps00176,tps00177
81,med_air2,road_if_bsurfa,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,avia_ec_emp_ent,gov_eu_nfa,avia_ec_emp_arp,enps_nrg_bal_c,bs_bs8_00
82,rail_tf_ns15_cz,rail_tf_ns20_cz,rail_tf_ns20_el,rail_tf_ns15_mk,rail_tf_ns15_li,rail_tf_ns15_no,rail_tf_ns15_lv,rail_tf_ns15_ee,rail_tf_ns15_ie,rail_tf_ns_ee
83,hlth_cd_aperrto,bd_size$dv_1502,crim_hist,eq_mor06,crim_hom_city,tps00029,crim_off_cat$dv_348,teiis230,teiis270,sts_tot_prod_a
84,sdg_16_20,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,gbv_ch_rp,tsc00025,tipsun30,hlth_cd_aperrto,sdg_05_10,tin00186
85,tps00199,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,demo_r_find3$dv_1541,med_ps12,enps_demo_frate1,mar_qg_qm_cwh,mar_qg_qm_pwhr,mar_qg_qm_pwhc
86,gbv_ipv_cnq,gbv_ipv_ed,gbv_npv_cnq,gbv_npv_ed,gbv_any_cnq,gbv_any_ed,gbv_dv_ed,educ_uoe_grad09,rd_p_sen,educ_fiaid
87,med_rd5,enps_road_eqs_car,med_rd2,tran_im_urail,med_rd4,med_rd3,road_eqr_spurp,road_pa_mov,sbs_part_wtstck,med_en3
88,enpe_isoc_ci_ifp_fu,tin00092,tin00091,tin00102,isoc_ci_cm_h$dv_507,isoc_ci_ac_i$dv_1122,tin00103,enpe_isoc_ci_in_h,isoc_cisci_f$dv_536,enpe_mon_res
89,bs_bs4_06,bs_bs7_00,bs_bs8_00,bs_bs13_04,bs_bs16_04,tin00116,iss_21gvcms,gbv_st_cnq,hlth_cd_aperrto,edat_lfso_00t5
90,med_ps12,tps00014,enps_demo_nind,tps00017,demo_r_find3$dv_1541,hsw_ind,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,edat_lfso_00t2
91,med_ps22,med_ps23,educ_fiaid,med_ps422,med_ps24,enps_educ_comprate,rd_p_sen,med_ps25,educ_iste,educ_ipart$dv_437
92,ipr_da_tot,ipr_da_typ,ipr_da_pop,met_ipr_da,ipr_da_gdp,med_en46,met_ipr_dapop,rd_p_sen,gbv_npv_cnq,urt_ipr_da
93,for_profnc,tipsun30,sdg_15_42,teimf200,tec00033,pipe_ec_employ,tipsii40,tipsii30,ei_bsci_m_r2,irt_lt_gby10_m
94,crim_hom_city,crim_hist,gbv_ch_rp,gbv_st_rp,gbv_ipv_rp,gbv_npv_rp,gbv_any_rp,gbv_shw_rp,hlth_cd_aperrto,bs_bs7_04
95,egi_va2,egi_em3,tet00037,med_ec5,tet00013,tet00066,tet00012,teina416_r2,teina412_r2,tet00011
96,med_to12,enpe_tour_occ_arnat,tin00172,tin00175,tin00174,ten00139,tin00171,enpe_tour_cap_nat,hlth_co_dischnr,sbs_pen_7e
97,pipe_if_capac,pipe_if_lenght,rd_p_sen,iww_ec_ent_c,med_ma4,enps_mar_eqton,tps00181,bs_bs7_04,lfsi_jhh_a,teibs070
98,ttr00016,rail_pa_nbpass,ttr00012,enps_avia_pa,road_tf_buscoa,med_air5,mar_qg_qm_ewht,teiet070,teiet170,tgs00077
99,eq_pop03,lfsi_jhh_a,tipslm80,lfst_r_edatd_22,tesem140,tipsun20,tps00181,tipslm15,tipsun30,tipslm70
