question_id,table_id_rank_1,table_id_rank_2,table_id_rank_3,table_id_rank_4,table_id_rank_5,table_id_rank_6,table_id_rank_7,table_id_rank_8,table_id_rank_9,table_id_rank_10
15,road_eqs_carage,tesem070,tps00028,educ_uoe_enrt08,tesem080,tps00066,lfso_12agepens,tipslm16,tesem090,tessi171
16,tessi294,sdg_06_10,tessi293,ilc_mdho03c,ilc_mdho02c,tipsna50,lfst_hhwahchi$dv_1872,ilc_lvho50d,tipslm70,tipsii20
17,icw_pov_03,tps00028,enpe_isoc_ci_in_h,icw_car_01,icw_car_02,tps00005,tepsr_wc310,tec00104,icw_car_04,tipspd22
18,tps00197,tesem240,yth_educ_030,tps00065,tps00186,yth_educ_020,ilc_igtp03,tesem030,tps00066,tps00028
19,tessi293,tessi294,sdg_06_10,ilc_mdho02c,lfsa_ipga$dv_610,enpe_isoc_ci_in_h,tps00028,tessi176,tipslm60,tipslm70
20,tec00001,tipsna20,tec00110,sdg_13_40,urt_10r_3gdp$dv_1584,tec00013,tec00011,sdg_08_10,tipsna40,tps00173
21,trng_nfe18,trng_nfe14,trng_nfe16,trng_nfe13,trng_nfe15,trng_nfe7,trng_nfe5,tipslm20,trng_nfe6,ilc_iw04
22,enps_env_ww_con,med_en47,med_en21,med_ps421,enps_env_wat_cov,enps_env_wastrt,med_en24,ipr_da_pop,enps_demo_infant,enps_demo_dens
23,rail_tf_trainmv,ttr00006,rail_tf_passmov,rail_pa_speed,rail_eq_pa_nty,tran_hv_ms_frmod,ttr00005,sdg_09_50,tran_hv_ms_psmod,rail_tf_ns15_sk
24,tin00196,tin00195,tps00099,enps_nama_10_gdp_ea,enpe_nama_10_gdp_ea,sdg_10_10,tec00001,enpe_nama_10_gdp,nama_10_fte,educ_uoe_fini05
25,tepsr_lm411,tepsr_lm412,tespm090,sdg_01_10,ilc_peps01n$dv_1161,tespm040,tepsr_spi110,ilc_li70,tessi022,tps00028
26,tepsr_spi110,ilc_li21$dv_2663,tessi010,tesem210,tespm090,ilc_li02$dv_548,ilc_li22$dv_2664,ilc_pnp12,sdg_01_41,tipslc20
27,educ_iste,educ_ipart$dv_437,yth_educ_020,ilc_iw04,yth_educ_030,ilc_lvph01,sdg_04_20,ilc_lvho04d,sbs_pen_7b2,trng_nfe5
28,tipslc20,sdg_01_20,tessi010,tesem210,tepsr_spi110,sdg_01_20a,sdg_10_30,ilc_pns5,ilc_li48,tipslm70
29,teiet060,teiet010,teiet210,teiet020,teiet030,teiet050,tet00065,tet00003,tet00002,tet00038
30,tessi176,tessi177,tessi178,tessi175,tps00028,ilc_lvho05d,ilc_lvho05a$dv_2685,ilc_lvho05a$dv_1185,tessi174,ilc_lvho05c
31,mar_qg_qm_cwh,mar_mg_aa_cwh,mar_mg_am_cwt,mar_sg_am_cwd,tran_im_umar,mar_mg_am_cvh,teina011,mar_mp_am_cft,tec00001,road_eqs_trail
32,tipsna30,tipsex10,tipsex11,tipsex13,tipsii20,tipser10,tipsii30,tipsbp100,tipspd23,tipspd20
33,tet00028,tet00001,egi_tr1,tipsex13,tet00003,tet00002,prc_colc_pppnat,nrg_ind_di,prc_colc_nat,tipsho20
34,lfsi_jhh_a,enpe_isoc_ci_in_h,tipsna50,tet00004,tespm060,tet00003,lfst_hhwahchi$dv_1872,tipsii20,tipsbp100,tipslm70
35,tespn020,tespn060,tespn250,tespn090,ilc_pns5,eq_pop04,tepsr_wc310,tespn270,ilc_pnp2,ilc_pnp2$dv_1988
36,rail_go_total,rail_go_consgmt,tipsex13,rail_go_quartal,rail_pa_total,tran_im_uroad,rail_ac_dnggood,cei_wm020,tipsex20,rail_tf_trainmv
37,hlth_rs_grd2$dv_2825,hlth_rs_prs2$dv_2824,educ_uoe_grad09,trng_cvt_13s,trng_cvt_12s,hlth_ehis_bm1e$dv_309,trng_cvt_24s,trng_cvt_23s,educ_uoe_enrt08,educ_uoe_perp05
38,educ_uoe_mobs03$dv_1126,tin00176,tin00185,mar_mp_aa_cph,tipsbp22,educ_uoe_lang03,ilc_lvho05c,ilc_lvho05d,tessi174,tessi170
39,tet00037,migr_eilpop,tag00122,tag00093,tag00047,tag00094,tag00027,tag00121,tag00051,tag00101
40,avia_eq_arc_agereg,avia_eq_arc_age,tesem080,tesem070,tipslm15,tesem090,tipslm60,tesem050,tipslm16,yth_educ_030
41,irt_h_mr3_a,irt_h_mr3_q,tipsbp10,tipslm10,tipsii20,tipsii30,tipsbp100,tipsst10,tipser12,tipslm20
42,teicp120,teicp280,tec00027,teicp000,tec00110,tec00118,tet00003,tet00004,teicp070,teicp200
43,tps00005,demo_popmdctb,eq_pop04,tespn250,tespn060,ilc_lvps20,tespn020,tessi030,ilc_lvho05a$dv_2685,tps00028
44,earn_gr_gpgr2ag,ilc_pnp13,tespn250,tesem050,tps00028,tespn270,ilc_pnp14,eq_pop04,tipslm16,teilm022
45,med_ps32,enps_ilc_secure,enps_ilc_sanit,med_ps421,enps_nama_10_gdp_ea,enps_gov_10dde,enps_gov_10dd,med_ps313,enps_bop_iip6,med_ps21
46,tps00099,tps00101,tps00098,tps00105,tps00102,tps00100,ipr_ta_gdp,tps00104,hbs_exp_t111,ten00135
47,road_eqr_tracm,road_eqs_roaene_h,med_rd2,med_rd3,med_rd5,enps_road_eqs_car,road_eqr_bum,road_eqs_busmot_h,enps_rail_eq,med_ra2
48,mar_qg_qm_ewhd,mar_qg_qm_ewhk,mar_mg_aa_pwhd,mar_qg_qm_ewhg,mar_qg_qm_cwh,mar_qg_qm_ewht,mar_mg_am_cwt,mar_mg_aa_cwh,mar_pa_qm_me,mar_pa_qm_mt
49,ilc_mdho02c,ilc_mdho03c,tepsr_sp210,tepsr_spi120,tepsr_spi110,tps00028,tepsr_spi130,tessi191,tessi293,lfst_hheredch$dv_2683
50,enps_env_ww_con,med_en47,med_en21,med_en46,med_en44,enps_env_wat_cov,enps_env_wasacc,enps_ilc_sanit,enps_env_wastrt,enps_demo_dens
51,tipsii50,tipsii40,tipsbp100,tipsii10,tipsii20,tipsbp90,tipspd30,tipspd13,tipsii30,tipspd15
52,rail_tf_trainmv,rail_tf_passmov,rail_pa_speed,rail_tf_hauseat,rail_ac_catnmbr,rail_eq_pa_cty,rail_tf_ns10_dk,tran_sf_raildg,rail_eq_pa_nca,tran_hv_ms_psmod
53,mar_mg_am_pvh,mar_mg_am_cvh,mar_qg_qm_ewhk,mar_sg_am_cv,mar_qg_qm_pvh,mar_v_est,mar_qg_qm_pwhc,mar_mg_aa_cwh,mar_qg_qm_pwhl,mar_qg_qm_ewht
54,med_ps412,enps_lfsa_argaed,enps_lfsa_ergan,med_ps421,enpe_lfsa_argaed,tipslm15,tipslm60,tesem050,tipslm70,tipslm80
55,enpe_cpi,enpe_sts_trtu1,enpe_nama_10_gdp_ea,enpe_nama_10_gdp,enpe_sts_incopr,enpe_hlth_exp,enpe_gov_10dd,enpe_rd_e_gerdfund,enpe_sts_inppd,enpe_bop_iip6
56,iww_if_infrastr,sdg_09_50,iww_if_hordim,road_eqs_busveh,road_eqr_busveh,road_pa_mov,mar_mg_am_cwt,mar_mp_aa_cph,rail_pa_nbcar,rail_pa_nbpass
57,ilc_sbjp05,ilc_sbjp02,med_ps313,ilc_sbjp04,med_ps423,tipsii20,enpe_isoc_ci_in_h,sdg_11_11,ilc_mdho06d,tipsna50
58,tps00204,tps00206,tps00216,tps00029,tps00027,tps00019,hlth_cd_aperrto,tps00199,cei_wm020,eq_fer05
59,cei_wm010,ten00138,cei_wm011,sdg_11_60,cei_wm020,ten00063,ten00110,cei_wm060,ten00062,cei_pc032
60,tin00110,iss_21covt,tin00111,teiis150,tet00003,tipsii30,tipsii20,teiis170,tipsbp100,tipspd20
61,tai07,tai08,tet00003,tet00004,tipsii20,tps00203,tipspd20,tipsii30,tipsna50,tipsbp100
62,teimf250,tec00001,teina010,teina011,teina500,sdg_08_10,tipsna40,tps00155,tec00118,tec00115
63,tipspc15,tipspc13,tipspc20,tipspc25,tipspc23,tipspd15,tipspd30,tipspd13,tipspd20,tipspd25
64,ten00110,cei_pc031,cei_pc050,cei_pc040,icw_car_02,cei_wm011,cei_pc034,hbs_exp_t111,sdg_11_60,tipspd22
65,educ_uoe_perp05,educ_uoe_perd05,educ_uoe_fina01,educ_uoe_perd04,educ_uoe_lang03,earn_ses_pub1i,educ_uoe_enra07,tps00197,tps00066,educ_uoe_enrt08
66,qoe_ewcs_7b2,tesem050,qoe_ewcs_7a2,tps00028,tesem080,tipslm15,tps00066,tipslm60,qoe_ewcs_1c3,tipslm16
67,tespm020,tessi014,tessi121,tespn120,tepsr_spi110,ilc_li02$dv_548,tessi010,sdg_10_30,ilc_li12,tespn010
68,road_tert_go,avia_tpgo,tran_im_uroad,road_pa_mov,rail_pa_nbcar,mar_tp_go,rail_pa_nbpass,mar_tp_pa,avia_tppa,mar_tp_sss
69,gbv_dv_age,gbv_any_age,gbv_dv_ed,gbv_dv_type,gbv_dv_cob,gbv_dv_du,gbv_npv_age,gbv_any_frq,gbv_any_ed,gbv_any_type
70,rail_go_total,ttr00011,tet00003,road_eqr_trail,road_eqs_trail,ttr00005,tec00110,ttr00006,ttr00012,rail_pa_total
71,icw_sr_03,icw_sr_02,icw_sr_13,icw_sr_15,icw_sr_12,tepsr_wc310,earn_mw_avgr2,tipsbp100,tipslm70,tet00003
72,teiis020,tec00001,teina010,teiis050,teiis010,teiis040,teiis090,teiis030,teiis120,teiis110
73,road_eqs_trams,road_eqs_bussea,road_eqs_busveh,road_eqr_bussea,road_eqr_busveh,rail_eq_pa_nty,road_ec_entveh,road_eqr_bum,road_eqs_busmot_h,rail_eq_pa_nca
74,tesem240,enps_edat_lfse4,tespn250,enpe_edat_lfse_03,tespn060,trng_aes_187,tesem050,yth_educ_030,tespn020,yth_educ_020
75,road_go_ca_d_ha,road_go_ca_d_c,road_pa_mov,road_if_bsurfa,tran_hv_pstra,rail_tf_hauseat,road_if_motorwa,rail_eq_pa_cty,rail_pa_nbcar,rail_tf_passmov
76,ipr_dfa_tot,ipr_dr_tot,ipr_da_tot,ipr_da_pop,urt_ipr_dr,urt_ipr_dapop,urt_ipr_dfapop,ipr_da_gdp,urt_ipr_dfa,urt_ipr_da
77,demo_fabortind,tps00027,tps00199,enpe_lfsa_urgan2,enpe_lfsa_urgan,enpe_lfsa_argaed,enpe_lfsa_ergan,enpe_irt_ld,tps00204,tps00216
78,enps_rail_pa,med_ra5,med_ra2,enps_avia_pa,med_air5,med_ra3,med_ma7,enps_rail_fr,enps_rail_eq,med_air3
79,orch_olives2,orch_olives3,orch_olives1,orch_grapes3,orch_total,tag00103,tag00115,tag00120,tag00101,tag00100
80,gbv_awr_leg,gbv_awr_serv,gbv_st_rp,gbv_ipv_comm,gbv_npv_frq,gbv_any_cnq,gbv_any_rp,gbv_dv_age,gbv_npv_rp,gbv_dv_ed
81,med_air2,enps_road_if,med_air1,enps_rail_if,enps_avia_if,med_ra1,med_air3,enps_avia_typ,med_rd1,med_rd6
82,rail_tf_ns15_dk,rail_tf_ns15_ee,rail_tf_ns15_cz,rail_tf_ns15_lt,rail_tf_ns15_hr,rail_tf_ns15_fi,rail_tf_ns15_ro,rail_tf_ns15_bg,rail_tf_ns15_lv,rail_tf_ns15_pt
83,tps00029,eq_mor06,hlth_cd_aperrto,crim_hist,demo_magec$dv_1942,hlth_cd_dar,sdg_16_10,sdg_03_41,crim_pris_cap,tps00027
84,sdg_16_20,tessi295,tipslm60,lfsa_ipga$dv_610,tipslm70,ilc_lvho50d,ilc_lvho05d,educ_uoe_enra27,tipsna50,tessi176
85,tps00199,tps00027,sdg_16_10,hlth_cd_aperrto,tesem120,tps00206,tps00202,sdg_08_40,tesem130,tps00203
86,gbv_ipv_ed,gbv_npv_ed,educ_uoe_grad09,gbv_dv_ed,gbv_any_ed,yth_educ_020,sdg_04_20,educ_uoe_enrt08,tps00217,edat_lfse_03$dv_598
87,med_rd2,med_rd5,enps_road_eqs_car,med_rd3,enps_rail_eq,med_rd6,enps_road_go,med_ra3,med_ra4,med_air3
88,tin00092,tin00091,tin00096,tin00134,isoc_ci_in_h$dv_512,lfsa_ipga$dv_610,tessi294,tipsii20,tin00186,tps00028
89,bs_bs4_06,ipr_ta_tot,ilc_lvho05d,ipr_ta_typ,ipr_ta_gdp,ilc_lvho05c,ilc_lvho50d,ilc_lvho50c,earn_ses_pub1t,ipr_ta_ntr
90,enps_demo_nind,med_ps12,enps_educ_ltr,enps_demo_pjangry,enps_edat_lfse4,enps_lfsa_urgan,med_ps112,enps_demo_mlexpec,enps_lfsa_ergan,enps_demo_infant
91,enps_educ_comprate,med_ps422,med_ps22,med_ps24,enps_edat_lfse3,med_ps421,enps_educ_enrate,enps_edat_lfse4,enps_educ_parity,enps_educ_ltr
92,ipr_da_tot,ipr_da_pop,ipr_dfa_tot,ipr_dr_tot,ipr_da_gdp,ipr_ta_pop,ipr_ta_typ,ipr_ta_tot,ipr_ta_ntr,ipr_ta_gdp
93,sdg_15_42,med_en53,tipsii20,tipsbp90,tipsii30,tipsna50,tipsbp100,tipspd30,tipspd20,tipspc20
94,crim_hist,crim_hom_city,crim_plce,crim_pris_pop,road_eqs_trams,road_ec_entveh,road_eqr_trailn,rail_eq_pa_nca,rail_eq_pa_nty,hlth_co_ren
95,tet00037,egi_va2,tet00003,tipsex13,tet00012,tec00110,tet00002,tet00011,tet00028,egi_va1
96,enpe_tour_occ_arnat,enpe_tour_cap_nat,tps00028,enpe_educ_uoe_enra02,tps00019,tps00027,tps00198,enpe_tour_dem_tttot,tps00001,enpe_gov_10dd
97,pipe_if_capac,pipe_if_lenght,iww_eq_power_lo,iww_eq_age_loa,road_eqr_semit,road_eqs_semit,road_eqr_trail,road_eqs_trail,sdg_12_21,ttr00011
98,ttr00016,tps00194,tec00110,migr_asytpspop,mar_qg_qm_cwh,teicp070,rail_go_quartal,tet00003,teina011,tet00004
99,tps00028,eq_pop03,tipslm80,tipslm16,tipslm60,tespm080,tipslm70,tps00066,tipslm15,educ_uoe_enra05$dv_441
