question_id,table_id_rank_1,table_id_rank_2,table_id_rank_3,table_id_rank_4,table_id_rank_5,table_id_rank_6,table_id_rank_7,table_id_rank_8,table_id_rank_9,table_id_rank_10
17,tepsr_wc310,ilc_mded01,enpe_hlth_exp,icw_aff_04,ilc_lvps20,tipsbp53,icw_aff_05,sdg_10_50,hbs_exp_t111,ilc_di20
18,tps00197,tesem240,yth_educ_030,urt_edat_lfse4,tps00066,edat_lfs_9914,tps00028,tps00065,tps00186,yth_educ_020
19,tessi293,ilc_mdho02,tessi294,ilc_mdho05,hlth_ehis_pc1d,hlth_ehis_pc1u,env_wat_pop,sdg_06_10,isoc_pibi_rni,hlth_dhc080
20,tec00001,tipsna20,namq_10_exi,nama_10_exi,sts_inpi_m,nama_10_pc,nama_10_pc$dv_648,namq_10_pc,tec00110,sdg_13_40
21,trng_nfe18,trng_nfe16,trng_nfe7,trng_nfe15,trng_nfe3,trng_nfe14,trng_nfe25,trng_nfe13,lfsa_qoe_3a4,lfsq_pgaied
22,med_en47,enps_env_ww_con,med_en21,enps_env_wat_cov,med_en44,med_ps32,enps_ilc_sanit,med_ps421,med_ps313,enps_nama_10_gdp_ea
23,road_go_ta_nace,rail_tf_trainmv,road_go_ta_tg,avia_gooc,rail_tf_passmov,road_go_tq_tott,road_go_ta_tcrg,ttr00006,road_go_ta_rl,rail_tf_ns15_sk
24,ei_mfrt_m,tin00196,ert_bil_eur_d,nama_10_pc,nama_10_pc$dv_648,namq_10_pc,ert_bil_eur_m,ert_h_eur_d,ert_bil_eur_a,tec00001
25,ilc_caindform25b,ilc_li12,ilc_li13,ilc_caindform25,tepsr_spi110,tespm020,ilc_li70,tessi014,ilc_li01,ilc_pees06
26,tepsr_spi110,ilc_li21,ilc_li23,ilc_li21$dv_2663,ilc_li24,tespm090,ilc_li32,ilc_pnp9,ilc_li32$dv_1965,tesem050
27,educ_iste,educ_ilev,educ_enrl1tl,educ_ipart,educ_pers1d,educ_ipart$dv_437,educ_pers1t,educ_enrl1at,educ_enrl5,educ_igen
28,tipslc20,med_ps312,ilc_li10,tespm050,sdg_10_30,sdg_01_20a,ilc_li10b,ilc_li09b,ilc_li45,ilc_li48
29,tet00071,ext_st_easitc,tet00065,cult_trd_prt,ei_mfrt_m,sprt_trd_prt,tet00068,ext_lt_mainez,ext_lt_introeu27_2020,naio_10_cp1700
30,ilc_lvho05b,tessi176,lfst_hhindws,ilc_lvho06,lfsa_pgauws,lfsq_pganws,lfsa_pganws,tessi177,ilc_lvho06q,lfsq_pgacws
31,mar_go_am_nl,mar_go_am_it,mar_go_am_pt,mar_go_am_lt,mar_go_am_ee,mar_go_am_hr,mar_go_am_bg,mar_go_am_mt,mar_go_am_no,mar_go_am_cy
32,tipsna30,tipsex10,tipsex13,env_ac_egss2,tipsex11,tipsbp60,namq_10_exi,nama_10_exi,bop_exms6_q,ei_eteu27_2020_m
33,tet00028,tet00001,egi_tr1,tipsex13,nrg_ind_ioc,ei_lmlc_q,ei_isin_m,sts_inpi_q,nrg_ti_coifpm,sts_inpi_m
34,hrst_st_nunesex,hrst_st_nunesex$dv_1865,hrst_st_nuneage$dv_1867,hrst_st_nuneage,tesem210,edat_lfs_9904,med_ps421,edat_lfs_9902,lfsa_pgacws,lfsq_pgacws
35,tespn020,eq_pop04,tps00028,icw_tax_06,icw_tax_05,ilc_di15,ilc_di15$dv_1986,gov_10a_main,icw_tax_04,tespn060
36,avia_gooc,road_go_ta_tg,avia_goocc,road_go_ta_dctg,rail_go_typeall,rail_go_total,rail_go_contnbr,road_go_ta_vm,road_go_na_dctg,avia_gona
37,hlth_rs_grd2$dv_2825,hlth_rs_grd2,ilc_hch03,hlth_rs_grd,educ_uoe_enrs10,educ_uoe_grad02,educ_uoe_enrt04,educ_uoe_enrt03,educ_uoe_grad10,hlth_ehis_am1e
38,fats_g1b_08,iss_18bfmmag,iss_18sojobl,enps_avia_if,egi_so1,earn_ses18_52,egi_em1,nrg_ti_coifpm,iss_18bfmove,earn_ses18_53
39,ext_lt_intertrd,cult_trd_prt,bop_fdi6_geo,tet00037,naidsq_10_nf_tr,bop_c6_a,bop_fdi6_ind,bop_its6_det,bop_c6_q,naidsa_10_nf_tr
40,avia_eq_arc_age,avia_eq_arc_agereg,avia_eq_arc_typ,avia_eq_arc_typreg,ilc_lvps10,edat_lfse_17,demo_frate,demo_r_mwk_20,demo_mlexpec,tipslm15
41,lfsa_urgan,lfsa_urgaed,lfsa_urgacob,lfsa_ergan,lfsa_ergaed,lfst_r_urgau,lfsa_argaed,demo_frate,demo_minfind,lfsa_argan
42,teicp000,prc_hicp_midx,prc_hicp_midx$dv_2583,prc_hicp_midx$dv_2582,tec00027,prc_hicp_aind$dv_2561,prc_hicp_aind$dv_2581,prc_hicp_aind,teicp120,ei_cphi_m
43,tps00005,demo_popmdctb,ilc_di16,lfst_lmbpcoba,ilc_di16$dv_1987,lfst_lmbercoba,eq_pop04,lfst_lmbpcobed,lfst_lmbpcobg,ilc_lvps30
44,tespn250,ilc_pnp10,ilc_pns11,lfsa_urgaed,tesem050,earn_ses_pub1a,teilm022,tipslm16,tesem080,earn_ses_pub1a$dv_352
45,enps_ilc_secure,med_ps32,enps_ef_lus_main,enps_ilc_sanit,migr_resbc2,migr_acq,bop_euins6_m,med_ps313,med_ps311,med_ec4
46,tec00114,nama_10_pc,nama_10_pc$dv_648,namq_10_pc,sdg_08_10,tipsna40,educ_uoe_fini04,tps00214,educ_uoe_fine09,tipsst10
47,road_eqs_lorroa,road_eqs_lorroa_h,road_eqr_tracm,road_eqs_roaene_h,med_rd2,road_eqs_roaene,road_eqr_lrstn,med_rd3,tran_sf_roadve,road_go_ta_axle
48,mar_go_qmc,mar_go_qm_dk,mar_go_qm_be,mar_go_qm_cy,mar_go_qm_nl,mar_go_qm_hr,mar_go_qm_fi,mar_qg_qm_ewhk,mar_mg_am_cwhc,mar_mg_am_pwhc
49,ilc_mdho02,ilc_mdho05,ilc_mdho02c,ilc_mdho03,ilc_ats03,ilc_ats04,lfst_hhwhchit,tessi122,tessi293,lfst_hhnhwhtc$dv_1623
50,med_en47,enps_env_ww_con,med_en21,enps_env_wat_cov,med_en44,enps_env_wasacc,med_ps313,enps_bop_iip6,med_en46,enps_nama_10_gdp_ea
51,tipsii50,bop_gdp6_q,tipsii40,tipsfs13,nama_10_nfa_bs,tipsii20,tipsbp11,tipsbp90,tipsbp41,tipsbp100
52,road_go_ta_nace,rail_pa_speed,rail_pa_typepas,avia_paoc,rail_go_typeall,rail_go_typepas,rail_tf_ns10_dk,rail_eq_pa_cty,rail_tf_hauseat,road_go_ta_vm
53,iww_go_actygofl,iww_go_actygo,iww_go_acsize,iww_go_atycafl,iww_go_aport,iww_go_atyca,mar_v_est,mar_sg_am_pwc,avia_gooc,mar_tf_qm
54,med_ps412,earn_ses_agt13,lfst_r_lfp2actrt,earn_ses_agt02,tipslm60,tipslm15,enps_lfsa_argaed,earn_ses_agt27,edat_lfse_19,enps_lfsa_ergan
55,enpe_cpi,enpe_sts_trtu1,enpe_nama_10_gdp_ea,enpe_nama_10_gdp,enpe_sts_incopr,mar_go_qm_c2018,ert_bil_eur_a,enpe_rd_e_gerdfund,enpe_sts_inppd,nrg_stk_gasm
56,iww_if_infrastr,iww_go_anave,iww_go_qnave,mar_pa_qm,iww_go_atyve,mar_pa_aa,iww_go_anavef06,tran_hv_psmod,iww_if_hordim,sbs_cre_esc
57,med_ps423,med_ps313,lfst_hhsety,earn_ses_pub1a,earn_ses_pub1a$dv_352,earn_ses_pub1s$dv_354,earn_ses_pub1s,earn_ses_pub1n,med_ps312,urb_clivcon
58,tps00206,tps00216,tps00204,urt_gind3,urt_gind3$dv_1583,demo_gind,tps00199,demo_r_gind3,met_gind3,tps00029
59,cei_wm010,ten00138,cei_wm011,sdg_11_60,env_wasoper,cei_wm060,tet00003,tet00004,tipspd20,tipsii20
60,tet00003,teibp051,tet00004,tipsii30,tipsii20,tipsbp90,tipsfs31,tipspd30,tipsfs11,tipsbp100
61,tai08,tai07,env_air_gge,env_air_gge$dv_447,tps00203,sdg_13_10,tet00003,tet00004,sdg_02_60,cei_gsr011
62,ei_mfef_m,ert_eff_ic_m,ert_eff_ic_q,teimf250,mips_sa,tec00001,ei_mfir_m,teina010,teina500,tec00118
63,tipspc15,tipspc13,tipspc25,tipspc23,tipspc20,tipspd15,tipspc16,tipspc26,tipspc14,tipspc24
64,ten00110,env_ww_spd,ten00108,cei_pc034,cei_wm011,ilc_hcmh02,cei_pc031,env_wasgen,cei_pc050,mar_go_am_nl
65,educ_uoe_perp05,educ_uoe_perp04,educ_uoe_enrp07,educ_uoe_perd03,educ_uoe_enra04,educ_uoe_perd05,educ_uoe_perp01,educ_uoe_fina01,educ_uoe_enra24,educ_uoe_perp02
66,tps00028,qoe_ewcs_7b2,tesem050,tps00066,tipslm60,tipslm15,tesem080,tipslm70,tipslm80,tipslm16
67,tespm020,ilc_li03,tessi121,ilc_li23,ilc_iw02,ilc_lvho04,tessi014,ilc_lvho30,ilc_mdsd02,ilc_li01
68,rail_go_contnbr,rail_go_typeall,mar_mg_am_cwtt,road_go_ta_vm,avia_paoc,mar_go_qm,rail_go_typepas,pipe_go_ttkm,avia_gooc,rail_pa_typepas
69,tps00028,gbv_dv_age,gbv_npv_age,gbv_ch_age,gbv_any_age,edat_lfse_17,crim_hom_vage$dv_2321,crim_hom_vage,gbv_dv_ed,crim_hom_vage$dv_2603
70,rail_go_total,mar_go_am_se,mar_go_am_nl,mar_go_am_be,mar_go_am_es,mar_go_am_de,mar_go_am_dk,mar_go_am_fr,mar_go_am_pt,mar_go_am_cy
71,earn_mw_avgr2,icw_sr_03,lfsa_ergaed$dv_319,lfsq_ergaed,lfsa_ergaed,tet00003,tipsbp100,lfsq_ergan,lfsa_ergan$dv_1908,lfsa_ergan
72,sts_inpp_a,sts_inpp_m,sts_inpp_q,sts_inppd_a,teiis721,teiis020,teiis050,sts_inppd_m,sts_inppd_q,teiis040
73,road_eqs_trams,road_eqs_busveh,road_eqr_busveh,road_eqs_bussea,road_eqr_bussea,road_go_tq_tott,road_ec_entveh,road_eqr_bum,road_eqs_busmot_h,rail_eq_pa_nty
74,enps_edat_lfse4,tesem240,yth_educ_030,lfst_hhacednc,trng_aes_187,edat_lfs_9901,lfst_hhinded,yth_educ_020,ilc_lvps25,tesem030
75,rail_go_contold,road_go_ca_d_ha,road_go_ca_d_c,road_go_tq_tott,rail_tf_hautype,road_go_na7tgtt,rail_eq_wagon,env_air_gge,tran_hv_pstra,road_eqs_lorton_h
76,ipr_da_pop,urt_ipr_dapop,ipr_dfa_tot,urt_ipr_dfapop,ipr_dr_tot,ipr_da_tot,ipr_da_popr,urt_ipr_dr,urt_ipr_dfa,urt_ipr_da
77,demo_minfind,tps00027,enpe_lfsa_urgan2,tps00199,tps00017,enpe_lfsa_urgan,enpe_lfsa_argaed,demo_fabortind,eq_pop04,demo_frate
78,enps_rail_pa,med_ra5,med_ma7,med_air5,med_ra3,enps_avia_pa,med_ra2,enps_rail_eq,avia_paexcc,enps_mar_padir
79,orch_olives2,orch_olives3,orch_apples2,orch_apples3,orch_peach2,orch_peach3,orch_oranges2,orch_oranges3,orch_grapes2,orch_grapes3
80,gbv_st_rp,gbv_awr_leg,gbv_awr_serv,gbv_any_rp,gbv_npv_rp,sdg_05_50,gbv_ch_rp,gbv_npv_frq,gbv_dv_age,gbv_any_frq
81,med_air2,enps_road_if,enps_rail_if,med_air1,avia_paexac,avia_gor_de,avia_goexac,med_ra1,med_air3,enps_avia_if
82,ttr00015,enps_rail_pa,med_ra5,med_rd6,rail_pa_typepas,rail_pa_speed,enpe_road_pa,road_go_ta_nace,ttr00006,hbs_str_t226
83,tps00029,eq_mor06,tran_sf_roadus,demo_mmonth,crim_pris_cap,lfst_hhindws,met_deaths,lfsq_pganws,lfsa_pganws,hlth_cd_msdr2
84,sdg_16_20,ilc_mddw06,enpe_isoc_ci_in_h,lfst_hhsety,ilc_mddw03,tipsna50,lfsa_argan,lfsq_argan,hlth_dhc130,ilc_lvho50d
85,tps00027,demo_minfind,hlth_cd_aperrto,sdg_16_10,lfst_hheredch$dv_1343,tps00202,lfst_hheredty,tps00204,tps00199,demo_r_minfind
86,gbv_npv_ed,gbv_ipv_ed,gbv_dv_ed,gbv_any_ed,educ_uoe_grad09,educ_uoe_perd03,lfsq_urgaed,lfsa_urgaed,educ_uoe_grad10,edat_lfs_9903
87,enps_rail_eq,med_rd5,road_go_ia_lgtt,enps_road_go,road_go_cta_gtt,road_go_ia_ugtt,med_rd2,enps_avia_fr,avia_goexcc,iww_go_actygofl
88,isoc_sk_iskl_i,isoc_ci_ifp_iu$dv_628,isoc_ci_ifp_iu,tin00096,isoc_ci_im_i,isoc_ci_id_h,isoc_ci_it_h,edat_lfs_9903,isoc_eid_ieid,ei_lmhr_m
89,lfst_lmbercita,lfst_lmbercoba,namq_10_exi,nama_10_exi,lfst_lmbercited,lfst_lmbercitg,lfst_lmbercobg,lfst_lmbercobed,lfst_lmbpcoba,lfst_lmbpcita
90,enps_demo_nind,migr_pop3ctb,migr_imm5prv,migr_imm3ctb,migr_emi4ctb,migr_acq,enps_lfsa_urgan,migr_imm1ctz,migr_emi1ctz,migr_emi3nxt
91,enps_educ_comprate,enps_edat_lfse3,med_ps422,med_ps423,med_ps22,med_ps24,enps_edat_lfse4,enps_ilc_natln,enps_educ_enrate,enps_educ_ltr
92,ipr_da_tot,ipr_da_pop,ipr_dr_tot,ipr_dfa_tot,ipr_da_gdp,ipr_ta_pop,ipr_ta_tot,pat_ep_cp,ipr_ta_typ,cens_11ctz_n
93,med_en53,sdg_15_42,ilc_lvho05d,env_ac_exp2,tipsii20,ilc_mdho06d,ilc_lvho05b,lfsa_ipga,lfsq_ipga,ilc_lvho50d
94,crim_gen,crim_hist,crim_plce,crim_hom_city,crim_pris_pop,hsw_aw_nnasx,tran_sf_aviaca,urt_deaths,urt_births,road_ec_entveh
95,namq_10_exi,nama_10_exi,tet00003,egi_tr1,tet00068,egi_va2,ext_lt_intratrd,tet00004,ext_lt_intertrd,tet00037
96,enpe_tour_cap_nat,fats_out_part,migr_eirfs,migr_eiord2,migr_eirtn2,migr_eirtn1,fats_ctrl,migr_resshare,tps00028,migr_asyumacta
97,pipe_if_capac,pipe_if_lenght,nrg_inf_lbpc,pipe_go_ttkm,sts_setu_q,sts_sepr_q,sts_sepr_a,road_go_ta_lc,mar_go_qm_c2024,sts_setu_a
98,avia_paoc,ttr00016,avia_paoa,avia_paexac,avia_gooc,avia_pana,avia_paexcc,avia_goexac,avia_panc,avia_paoac
99,tps00028,tps00010,eq_pop03,edat_lfse_17,tipslm80,edat_lfs_9914,tipslm60,tipslm70,tipslm16,urt_edat_lfse4
