question_id,table_id_rank_1,table_id_rank_2,table_id_rank_3,table_id_rank_4,table_id_rank_5,table_id_rank_6,table_id_rank_7,table_id_rank_8,table_id_rank_9,table_id_rank_10
11,tessi022,tespn100,tipspd15,tespn010,tipspd22,tipspd25,tessi121,tet00004,tipsii20,tessi020
12,migr_asyappctza$dv_618,tps00191,migr_asyapp1mp,migr_asyapp1pc,migr_asywitha$dv_1021,crim_pris_cap,tps00194,sdg_10_60,sdg_09_40,migr_asydecfp
13,tessi014,med_ps313,tessi022,tespm020,tessi020,tespm060,ilc_li21$dv_2663,ilc_li12,ilc_li13,tipslc10
14,tag00027,tag00093,tag00094,tag00053,tag00049,tet00037,tag00047,tag00122,tag00051,mar_mp_aa_pphd
15,road_eqs_carage,tesem070,lfso_12agepens,tps00028,tps00186,yth_educ_030,ilc_lvps20,tipslm16,eq_pop04,sdg_05_10
16,tessi293,sdg_06_10,hlth_ehis_bm1e$dv_309,hlth_co_bedoc,tessi294,tespn070,dsb_sprpb02,earn_ses_pub1s$dv_354,earn_ses_pub1s,sdg_05_50
17,tepsr_wc310,ilc_lvps20,sdg_10_50,enpe_hlth_exp,hbs_exp_t111,tespn250,tespn270,tipspd20,tipspd15,tipspd25
18,tps00197,tesem240,yth_educ_030,tps00066,tps00028,ilc_igtp03,tps00065,tps00186,tesem080,ilc_sbjp02
19,tessi293,tessi294,env_wat_pop,sdg_06_10,tps00028,ilc_mdho02c,tipslm70,tin00186,tipslm60,ilc_lvho50d
20,tec00001,tipsna20,tec00110,sdg_13_40,tec00013,urt_10r_3gdp$dv_1584,tec00011,tps00173,sdg_08_10,tipsna40
21,trng_nfe18,trng_nfe7,trng_nfe16,trng_nfe15,trng_nfe14,trng_nfe13,tipsna70,tipslm20,trng_nfe5,trng_nfe6
22,med_en47,enps_env_ww_con,med_en21,med_en44,enps_env_wat_cov,med_ps32,enps_ilc_sanit,med_ps421,med_ps313,enps_nama_10_gdp_ea
23,rail_tf_trainmv,rail_tf_passmov,tran_sf_raildg,rail_pa_speed,ttr00006,rail_eq_pa_nty,tran_im_uroad,rail_ac_dnggood,tran_hv_ms_frmod,rail_tf_ns15_sk
24,tin00196,tin00195,med_to13,tec00001,enpe_nama_10_gdp,med_ec9,ert_bil_eur_a$dv_861,ert_bil_eur_a$dv_841,ert_h_eur_a,tps00099
25,ilc_li12,ilc_li13,tessi022,tepsr_spi110,tespn010,tespm020,ilc_li21$dv_2663,tespm060,ilc_li70,tessi020
26,ilc_li21$dv_2663,tepsr_spi110,tespm090,tesem050,tesem210,tessi010,ilc_pnp12,tipslm80,ilc_li02$dv_548,tipslm70
27,educ_iste,educ_ipart$dv_437,trng_nfe18,ilc_camnothg0,ilc_camnforall,trng_nfe14,ilc_camnothall,ilc_camnforg0,teicp100,ilc_lvph01
28,tipslc20,med_ps312,sdg_01_20,tessi010,tepsr_spi110,tesem210,sdg_10_30,sdg_01_20a,ilc_li48,enpe_ilc_li09
29,tet00071,tet00065,tps00155,tec00114,sdg_10_10,irt_st_a,tec00033,earn_nt_taxwedge,mar_qg_qm_ewhg,earn_nt_unemtrp
30,tessi175,tessi176,tessi177,tps00028,tessi178,tipslm16,ilc_lvho05a$dv_2685,ilc_lvho05a$dv_1185,sdg_02_10,tessi166
31,mar_mg_am_cwt,mar_sg_am_cwd,road_eqr_trail,road_eqs_trail,mar_qg_qm_cwh,mar_mp_am_cft,tran_im_umar,road_eqr_semit,road_eqs_semit,avia_tpgo
32,tipsna30,tipsex10,tipsex13,tipsex11,tipsbp10,tipser10,bop_its_str,tipslm10,tipsex20,earn_nt_netft
33,tet00028,tet00001,egi_tr1,tipsex13,tet00003,tet00002,prc_colc_pppnat,prc_colc_nat,nrg_ind_di,tipsho20
34,tesem210,med_ps421,tipslm70,tipslm80,tesem140,tesem120,sdg_08_40,tesem130,tps00203,tipsun20
35,tespn020,eq_pop04,tps00028,tespn060,tec00021,tespn250,tepsr_wc310,tipsii20,tipsna50,tipspd22
36,rail_go_total,tran_im_uroad,rail_go_consgmt,avia_tpgo,tran_im_mosp,tipsna30,tran_im_urail,cei_wm020,tran_hv_frtra,rail_pa_total
37,hlth_rs_grd2$dv_2825,educ_uoe_grad09,hlth_rs_prs2$dv_2824,tps00167,educ_uoe_lang03,hlth_hc_phys,educ_uoe_enrt08,educ_uoe_grad06,hlth_ehis_bm1e$dv_309,tag00014
38,egi_em1,iss_18bfmmag,enps_avia_if,egi_so1,mar_tp_sss,educ_uoe_lang03,iss_18bfmove,ilc_lvho05c,tessi173,ilc_lvho05d
39,tet00037,migr_eilpop,tag00122,tag00093,tag00121,tag00094,tag00047,tag00027,tag00051,tag00101
40,avia_eq_arc_age,avia_eq_arc_agereg,tesem070,tesem080,tipslm15,tipslm16,tesem050,tipslm60,tepsr_sp210,tesem090
41,irt_h_mr3_a,tipsii20,tipsna40,tipsbp20,tipsbp70,irt_h_ddmr_a,tipsbp100,tipspd20,tipspc25,tipslm20
42,teicp000,tec00027,tec00118,teicp120,teicp030,teicp070,teicp080,teicp060,teicp050,teicp010
43,tps00005,demo_popmdctb,eq_pop04,tespn250,ilc_lvps20,tespn020,tespn060,tessi030,tespn090,tespn240
44,tespn250,tespn270,tps00028,eq_pop04,tespn060,ilc_pnp13,tesem050,ilc_pnp2,ilc_pnp2$dv_1988,ilc_pnp14
45,enps_ilc_secure,med_ps32,enps_ef_lus_main,enps_ilc_sanit,enps_nama_10_gdp_ea,med_ps313,med_ps311,med_ec4,enps_gov_10dd,med_ps21
46,tec00114,sdg_08_10,tipsna40,tipsst10,sdg_10_10,tepsr_wc310,cei_pc034,tet00003,tipsii20,teina200
47,road_eqs_roaene_h,road_eqr_tracm,med_rd2,med_rd3,enps_road_eqs_car,med_rd5,road_eqr_bum,road_eqs_busmot_h,enps_rail_eq,med_ra2
48,mar_qg_qm_ewhk,mar_qg_qm_ewhg,tet00003,teiet010,mar_mg_am_cwt,teiet030,mar_mp_am_cft,tec00110,mar_qg_qm_ewht,mar_mg_am_pvh
49,ilc_mdho02c,tessi293,sdg_06_10,tessi294,med_ps21,ilc_mdho03c,lfst_hhwahchi$dv_1872,ilc_iw02$dv_2665,med_ps421,tepsr_spi120
50,med_en47,enps_env_ww_con,med_en21,med_en44,enps_env_wat_cov,enps_env_wasacc,med_ps313,enps_bop_iip6,med_en46,enps_nama_10_gdp_ea
51,tipsii50,tipsii40,tipsii20,tipsii30,tipsbp90,tipsbp100,tipspd13,tipspc13,tipsii10,tipspd15
52,rail_pa_speed,rail_tf_trainmv,rail_tf_passmov,rail_eq_pa_cty,rail_tf_hauseat,rail_eq_pa_nty,rail_tf_ns10_dk,tran_sf_raildg,rail_pa_total,tran_hv_ms_psmod
53,mar_v_est,mar_sg_am_pwc,enps_mar_eq1000,enps_mar_eqton,mar_qg_qm_ewhk,cei_wm020,mar_qg_qm_pwhc,mar_sg_am_ewx,ttr00011,mar_qg_qm_pvh
54,med_ps412,tipslm60,tipslm15,enps_lfsa_argaed,enps_lfsa_ergan,tesem050,tipslm16,enps_edat_lfse4,enpe_lfsa_argaed,enpe_lfsa_ergan
55,enpe_cpi,enpe_sts_trtu1,enpe_nama_10_gdp_ea,enpe_nama_10_gdp,enpe_sts_incopr,enpe_rd_e_gerdfund,enpe_sts_inppd,enpe_hlth_exp,enpe_irt_st,ert_bil_eur_a$dv_841
56,iww_if_infrastr,sdg_09_50,iww_if_hordim,road_eqs_busveh,road_eqr_busveh,mar_mp_aa_cph,mar_mg_am_cwt,bs_bs6_00,tipsbp70,tipser10
57,med_ps423,med_ps313,ilc_sbjp05,earn_ses_pub1a$dv_352,earn_ses_pub1a,earn_ses_pub1s$dv_354,earn_ses_pub1s,earn_ses_pub1t,med_ps312,enps_ilc_natln
58,tps00206,tps00216,tps00204,tps00199,tps00029,tps00027,tps00019,hlth_cd_aperrto,tec00001,cei_wm020
59,cei_wm010,ten00138,cei_wm011,sdg_11_60,cei_wm060,tet00003,tet00004,tipspd20,tipsii20,tipsna50
60,tet00003,tet00004,tipsii30,tipsii20,tipsbp90,tipspd30,tipsbp100,tipspd20,tipspc20,tipsna50
61,tai08,tai07,tps00203,tet00003,tet00004,sdg_02_60,cei_gsr011,tipsii20,tag00041,nrg_ind_ren
62,teimf250,tec00001,teina010,teina011,sdg_08_10,tipsna40,teina500,tps00155,tec00118,tet00003
63,tipspc15,tipspc13,tipspc25,tipspc23,tipspc20,tipspd15,tipspd25,tipspc10,tipspd13,tipspd20
64,ten00110,cei_pc034,cei_wm011,cei_pc031,cei_pc050,cei_pc040,sdg_12_21,tipsgo10,sdg_11_60,sdg_12_51
65,educ_uoe_perp05,educ_uoe_perd05,educ_uoe_fina01,educ_uoe_perd04,earn_ses_pub1i,educ_uoe_lang03,tps00197,educ_uoe_enra07,tps00066,tesem080
66,tps00028,qoe_ewcs_7b2,tesem050,tps00066,tipslm60,tipslm15,tesem080,tipslm70,tespn250,tipslm80
67,tespm020,tessi121,tessi014,tespn090,tessi030,ilc_pns5,sdg_10_30,tessi166,tessi175,ilc_li11$dv_2662
68,road_tert_go,avia_tppa,avia_tpgo,rail_pa_nbcar,rail_pa_nbpass,road_pa_mov,mar_tp_pa,mar_tp_go,tran_im_uroad,mar_tp_sss
69,tps00028,gbv_dv_age,gbv_npv_age,gbv_ch_age,gbv_any_age,tipslm70,gbv_st_age,eq_pop04,gbv_dv_ed,gbv_ipv_comm
70,rail_go_total,ttr00011,tet00003,tec00110,ttr00012,road_eqr_trail,road_eqs_trail,rail_pa_total,road_eqr_semit,road_eqs_semit
71,earn_mw_avgr2,icw_sr_03,tipslm70,lfsa_ergaed$dv_319,icw_sr_02,tet00003,tipsbp100,icw_sr_13,tipslm80,tet00004
72,teiis020,teiis050,teiis040,teina010,tec00001,teiis010,teiis030,teiis060,sdg_13_40,teina011
73,road_eqs_trams,road_eqs_busveh,road_eqr_busveh,road_eqs_bussea,road_eqr_bussea,road_ec_entveh,road_eqr_bum,road_eqs_busmot_h,rail_eq_pa_nty,rail_eq_pa_nca
74,enps_edat_lfse4,tesem240,yth_educ_030,enpe_edat_lfse_03,trng_aes_187,tespn250,ilc_li70,tesem030,enps_lfsa_ergan,tipslm90
75,road_go_ca_d_ha,road_go_ca_d_c,road_pa_mov,road_if_bsurfa,tran_hv_pstra,rail_tf_hauseat,road_if_motorwa,rail_eq_pa_cty,rail_pa_nbcar,rail_tf_passmov
76,ipr_dfa_tot,ipr_dr_tot,ipr_da_pop,urt_ipr_dapop,ipr_da_tot,urt_ipr_dfapop,urt_ipr_dr,ipr_da_gdp,urt_ipr_dfa,urt_ipr_da
77,tps00027,enpe_lfsa_urgan2,tps00199,tps00017,enpe_lfsa_urgan,enpe_lfsa_argaed,demo_fabortind,eq_pop04,enpe_lfsa_ergan,tps00028
78,enps_rail_pa,med_ra5,enps_avia_pa,med_ma7,med_air5,med_ra3,med_ra2,enps_rail_eq,enps_mar_padir,med_air3
79,orch_olives2,orch_olives3,orch_grapes3,orch_olives1,orch_total,ilc_lvho05d,sdg_08_10,tipsna40,for_area,tai04
80,gbv_st_rp,gbv_awr_leg,gbv_awr_serv,gbv_any_rp,gbv_npv_rp,sdg_05_50,gbv_ch_rp,gbv_npv_frq,gbv_dv_age,gbv_any_frq
81,med_air2,enps_road_if,enps_rail_if,med_air1,med_ra1,med_air3,enps_avia_if,enps_avia_typ,med_rd6,enps_env_air_emis
82,ttr00015,rail_tf_ns15_dk,rail_tf_ns15_ee,rail_tf_ns15_cz,rail_tf_ns15_lt,rail_tf_ns15_hr,rail_tf_ns15_fi,rail_tf_ns15_ro,rail_tf_ns15_bg,rail_tf_ns15_lv
83,tps00029,eq_mor06,crim_pris_cap,hlth_cd_aperrto,crim_pris_pop,tps00202,tran_sf_roadro,demo_magec$dv_1942,hlth_cd_dar,sdg_03_41
84,sdg_16_20,enpe_isoc_ci_in_h,tipsna50,ilc_lvho50d,educ_uoe_enra27,ilc_mdho06d,tespm060,tipsii20,lfsa_ipga$dv_610,tessi175
85,tps00027,hlth_cd_aperrto,sdg_16_10,tps00202,tps00204,tps00199,tps00152,tps00143,tps00146,educ_uoe_fini06
86,gbv_npv_ed,gbv_ipv_ed,gbv_dv_ed,gbv_any_ed,educ_uoe_grad09,gbv_npv_frq,educ_uoe_fina01,educ_uoe_perp05,gbv_ipv_frq,tps00151
87,enps_rail_eq,med_rd5,enps_road_go,med_rd2,enps_avia_fr,med_rd6,med_ra3,med_air3,med_air5,med_ra2
88,tin00096,tin00091,tin00092,lfsa_ipga$dv_610,tps00028,tipslm60,tet00003,tessi294,tet00004,edat_lfse_03$dv_598
89,bs_bs4_06,ipr_ta_gdp,ipr_ta_tot,ipr_ta_pop,ipr_ta_typ,mar_tp_go,ilc_lvho07b,mar_tp_pa,tesem090,sdg_09_40
90,enps_demo_nind,enps_lfsa_urgan,enps_demo_pjangry,enps_educ_ltr,enps_lfsa_ergan,enps_edat_lfse4,enps_demo_mlexpec,med_ps112,enps_demo_infant,med_ps12
91,enps_educ_comprate,med_ps422,enps_edat_lfse3,med_ps423,med_ps22,med_ps24,enps_edat_lfse4,enps_ilc_natln,enps_educ_enrate,enps_educ_ltr
92,ipr_da_tot,ipr_da_pop,ipr_dr_tot,ipr_dfa_tot,ipr_da_gdp,ipr_ta_pop,ipr_ta_tot,ipr_ta_typ,ipr_ta_ntr,ipr_ta_gdp
93,med_en53,sdg_15_42,ilc_lvho05d,tipsii20,ilc_mdho06d,ilc_lvho50d,tipsii30,tipspc20,tipspd20,med_ps423
94,crim_hist,crim_plce,crim_hom_city,crim_pris_pop,road_ec_entveh,road_eqr_trailn,iww_ec_ent_n,rail_eq_pa_nca,road_eqs_trams,hlth_co_ren
95,tet00003,egi_tr1,egi_va2,tet00004,tet00037,tipsex20,tet00001,tipsii20,tec00110,tipsex13
96,enpe_tour_cap_nat,tps00028,enpe_tour_dem_tttot,enpe_tour_occ_arnat,tps00027,tps00019,demo_mlexpec$dv_292,tps00029,tps00199,demo_magec$dv_1942
97,pipe_if_capac,pipe_if_lenght,iww_eq_power_lo,iww_eq_age_loa,tipsun20,sts_tot_prod_a,pipe_ec_invest,road_eqr_trail,road_eqs_trail,road_eqr_semit
98,ttr00016,tps00194,tin00094,tec00110,sdg_08_10,teina011,teina010,tet00003,migr_asytpspop,tin00096
99,tps00028,eq_pop03,tipslm80,tipslm60,tipslm70,tipslm16,tesem240,tps00066,eq_pop04,yth_educ_020
