question_id,table_id_rank_1,table_id_rank_2,table_id_rank_3,table_id_rank_4,table_id_rank_5,table_id_rank_6,table_id_rank_7,table_id_rank_8,table_id_rank_9,table_id_rank_10
15,road_eqs_carage,ilc_igtp04,tespn250,lfso_12penstyp,tespn020,rail_pa_nbcar,tespn060,tps00198,avia_eq_arc_agereg,rail_tf_ns_lt
16,cens_91dame,cens_01ndcomf,sdg_06_10,tessi294,tessi293,ilc_mdho03c,ilc_mdho02c,hlth_ehis_al3e$dv_450,hlth_ehis_al1e$dv_1142,met_ipr_dapop
17,icw_pov_03,ilc_mddd04b$dv_2721,hbs_exp_t111,hsw_ij_isna,nrg_pc_206,rd_p_sen,ilc_lvph03,hsw_aw_ws2,earn_mw_avgr1,tps00181
18,tps00197,tps00066,enps_edat_lfse4,tesem240,lfst_dpw_04,ilc_igtp03,tepsr_sp410,lfst_dpw_01,educ_uoe_grad06,sdg_04_20
19,cens_91dame,cens_01ndcomf,isoc_sk_cskl_i$dv_266,tessi293,iss_18bfbck,trng_aes_186,tipsun30,hlth_ehis_al3i$dv_461,hlth_ehis_al3e$dv_450,hlth_ehis_al1e$dv_1142
20,enps_apro_cpnh1,med_ag2,tag00064,enpe_apro_cpnh1,tag00103,tet00012,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,tet00011
21,trng_cvt_22n1,trng_cvt_21n1,trng_cvt_24n1,trng_cvt_23n1,trng_cvt_25n1,trng_nfe13,edat_lfse_20$dv_1101,trng_nfe18,trng_cvt_22n2,trng_cvt_21n2
22,enps_env_ww_con,ten00030,sdg_06_20,med_en21,med_en47,med_en46,med_en24,cei_cie020,enps_env_wasacc,lfsi_jhh_a
23,rail_tf_ns15_mk,rail_tf_ns10_mk,rail_tf_ns15_sk,rail_tf_ns15_lt,rail_tf_ns20_sk,rail_tf_ns10_sk,rail_tf_ns_sk,rail_tf_ns_lt,rail_tf_ns10_lt,rail_tf_ns15_li
24,tin00196,tin00195,ert_h_eur_a,tec00023,sdg_10_20,tin00185,sdg_10_10,tin00186,tec00114,ilc_lvho04n
25,ilc_lvhd01,tesov092,tesem210,tespn100,tps00151,tepsr_lm412,ilc_li22$dv_2664,tespm040,ilc_pecs01,sdg_01_10
26,ilc_igtp04,tessi121,lfst_dpw_02,ilc_igtp03,hsw_aw_ws2,migr_eilpop,ilc_li22$dv_2664,tet00012,tet00011,tessi014
27,educ_iste,rd_p_sen,educ_ipart$dv_437,educ_fiaid,hsw_ij_edse,edat_lfso_00t4,med_ps24,med_ps422,aei_hri,egr_mne_n2sc
28,tipslc20,tespn010,tespn110,ilc_li22$dv_2664,tessi220,tespm060,tesov092,tespn120,tessi125,tessi010
29,tet00001,tet00028,tet00065,tet00071,tag00123,earn_nt_lowwtrp,tps00194,sbs_pen_7b1,tet00066,egi_tr1
30,earn_nt_lowwtrp,tessi176,tessi175,tessi178,rd_p_sen,tesov190,ilc_iw02$dv_2665,tessi177,tessi166,tespm020
31,mar_qg_qm_ewhd,mar_qg_qm_pwhc,mar_qg_qm_ewhk,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_ewht,mar_qg_qm_pwhr,mar_qg_qm_ewhg,mar_mg_aa_cwh,enps_mar_frdir
32,tipsna30,tipsex13,tet00028,tet00012,hsw_ij_isna,tet00011,tipsex11,tipsex10,teiet010,teiet030
33,tet00028,tet00001,prc_rem_cs,rd_p_sen,ipr_da_typ,tag00056,nrg_135m,nrg_125m,hlth_cd_aperrto,tag00075
34,lfsi_jhh_a,tps00181,med_ps423,ilc_iw02$dv_2665,tps00182,isoc_ci_in_h$dv_512,ilc_igtp04,tespm060,tin00134,hbs_exp_t111
35,tespn090,ilc_pns5,tespn020,tessi030,sdg_10_30,ilc_li11$dv_2662,tespn250,lfsi_jhh_a,rd_p_sen,tespn120
36,ilc_igtp04,road_go_na_ru3g$dv_1582,road_go_na_rl3g$dv_1581,rail_tf_ns10_lt,lfst_dpw_02,rail_tf_ns20_lt,rail_tf_ns_lt,rail_tf_ns15_lt,teiis120,teiis110
37,hlth_rs_grd2$dv_2825,hlth_rs_prs2$dv_2824,tps00045,med_ps23,med_ps25,rd_p_sen,hlth_hc_phys,tps00217,educ_uoe_grad07,hlth_hc_phys2
38,iss_18bfmmag,egi_so1,gbv_st_cnq,tec00106,iss_21gvcms,bs_bs6_04,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,med_to11
39,egr_mne,egr_emp,egr_mne_n2sc,egr_conc,bs_bs7_04,demo_popmdctb,tet00038,iss_21sopref,teiet210,rail_ac_dnggood
40,avia_eq_arc_age,avia_eq_arc_agereg,tps00198,tespn250,tespn020,med_air4,tespm090,tespn060,tepsr_sp210,ilc_pns5
41,irt_h_mr3_q,irt_h_mr3_a,teimf040,irt_st_a,irt_h_ddmr_q,enpe_irt_st,hsw_ij_edse,med_ps25,irt_h_cgby_q,hsw_aw_nbosv
42,teicp120,teicp000,teicp280,hsw_ind,enpe_sts_trtu,lfst_dpw_02,ilc_igtp04,edat_lfso_00t2,teicp090,teicp110
43,rd_p_sen,tps00178,tin00172,earn_mw_avgr1,earn_mw_avgr2,gbv_npv_cob,gbv_dv_cob,sdg_08_20a,tps00181,demo_popmdctb
44,earn_gr_gpgr2ag,earn_gr_gpgr2ct,earn_gr_gpgr2wt,tespn250,tespn020,hsw_aw_ws2,gov_eu_nfa,tespn090,hsw_ij_svsha,hsw_ij_svnia
45,med_ps32,enps_ilc_secure,isoc_ci_cm_h$dv_507,isoc_ci_in_h$dv_512,enps_ilc_sanit,isoc_sk_cskl_i$dv_266,ilc_lvho50d,ilc_lvhl23n,ilc_lvho04d,icw_sr_14
46,tps00099,tps00102,tps00101,tec00023,tps00100,tepsr_sp110,spr_net_ben$dv_1622,gov_eu_nfa,tps00105,tps00098
47,med_rd2,enps_road_eqs_car,med_en3,road_eqr_tracm,road_eqs_roaene_h,nrg_d_sercv,road_eqs_busmot_h,road_eqr_bum,med_rd5,med_rd3
48,mar_qg_qm_ewhd,mar_qg_qm_pwhc,mar_qg_qm_ewhg,mar_qg_qm_ewhk,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_pwhr,mar_qg_qm_ewht,mar_qg_qm_cwh,enps_mar_frdir
49,ilc_mdho02c,ilc_mdho03c,tessi293,ilc_chmd01,sdg_06_10,cens_91dame,tepsr_sp210,tespn250,tepsr_lm412,tespn020
50,enps_env_ww_con,med_en47,sdg_06_20,med_en44,med_en21,ten00030,env_wat_pop,med_en46,enps_env_wat_cov,med_ps32
51,tipsii50,tipsii40,tipsii10,tipsfs10,tipsfs30,enpe_spr_exp,tipsii30,tec00023,tipsbp18,tipsbp70
52,rail_tf_ns10_dk,rail_tf_ns_dk,rail_tf_ns15_dk,rail_tf_ns20_dk,rail_tf_ns10_lt,rail_tf_ns20_el,rail_tf_ns_lt,rail_tf_ns15_lt,rail_tf_ns20_lt,rail_tf_ns10_mk
53,mar_mg_am_pvh,mar_qg_qm_pvh,mar_mg_am_cvh,mar_qg_qm_pwhc,mar_sg_am_cv,mar_qg_qm_ewhk,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_pwhr,gbv_any_cnq
54,med_ps412,lfst_dpw_06,lfst_dpw_02,med_ps21,hbs_exp_t111,tipslm15,med_ps413,med_ps25,med_ps22,gbv_any_cnq
55,teiis240,teiis270,hsw_ij_isna,teiis260,teiis250,enpe_sts_trtu1,trng_nfe16,enpe_sts_trtu,sbs_part_wtstck,teiis200
56,tran_sf_marves,enps_mar_eqton,med_ma4,iww_ac_nbac,enps_mar_eq1000,med_ma2,ttr00007,rail_ec_ent,iww_ec_invest,iww_ec_ent_c
57,ilc_sbjp05,tessi291,rd_p_sen,sbs_cre_gbneea,tag00057,sbs_cre_gneea,hlth_ehis_fv3e$dv_462,cens_hndwsize,nrg_135m,nrg_125m
58,tps00204,enps_demo_gind,med_ps12,tps00029,tps00019,tps00206,tps00216,rd_p_sen,mar_mg_aa_cwh,tessi291
59,cei_wm010,ten00138,cei_pc032,ten00110,cei_wm011,cei_pc034,sdg_12_51,tipsen10,cei_cie020,enps_env_wastrt
60,iss_21covt,bs_bs2_00,bs_bs6_00,tin00110,tin00111,bs_bs8_00,bs_bs6_04,bs_bs10_00,road_ec_empl,tin00116
61,tai08,med_en2,enps_env_air_emis,env_air_no2,hsw_aw_nnasv,med_ps23,sdg_02_60,sdg_02_20,tag00057,sdg_02_30
62,teimf250,tipser13,tipser11,tipser12,tipser10,tipser20,sdg_02_20,sdg_10_10,tag00057,tec00114
63,tipspc15,tipspc13,tipspc25,tipspc23,tipspc10,tipspc20,tipspd15,tipspd13,tipspd25,tipspd23
64,cei_pc031,cei_pc040,cei_pc050,ten00110,med_en23,cei_pc035,ilc_iw02$dv_2665,sdg_12_51,cei_pc034,enps_env_wasgenm
65,educ_iste,educ_uoe_perp05,educ_fiaid,edat_lfso_00t2,educ_uoe_lang03,lfst_dpw_02,rd_p_sen,educ_uoe_perp03,educ_uoe_enra07,educ_uoe_fini06
66,qoe_ewcs_7b2,tps00198,eq_pop03,qoe_ewcs_7a2,tps00066,sdg_04_60,enps_edat_lfse4,lfso_12penstyp,ilc_lvhl11n$dv_1181,lfst_dpw_02
67,tespm020,tessi014,tessi121,tesov190,rd_p_sen,tespm060,tessi293,tessi292,ilc_lvps20,ilc_li22$dv_2664
68,med_rd6,tran_im_urail,road_go_na_ru3g$dv_1582,road_go_na_rl3g$dv_1581,road_tert_go,tran_im_uroad,mar_qg_qm_ewht,mar_qg_qm_ewhk,enps_road_go,enpe_road_go
69,gbv_dv_age,gbv_any_cnq,gbv_npv_cnq,gbv_ch_perp,gbv_ch_age,gbv_any_age,gbv_ipv_cnq,gbv_dv_du,rd_p_sen,gbv_npv_age
70,mar_qg_qm_ewht,mar_qg_qm_ewhk,mar_qg_qm_pwhc,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_pwhr,mar_qg_qm_ewhg,mar_qg_qm_ewhd,mar_qg_qm_cwh,mar_qg_qm_pvh
71,icw_sr_15,icw_sr_16,earn_mw_avgr2,icw_sr_13,icw_sr_12,icw_sr_03,tepsr_wc310,tessi121,icw_sr_02,earn_mw_avgr1
72,env_ac_egss3,teiet215,tag00056,egi_va1,teilm100,org_cpreact_h,tps00173,ert_h_eur_a,iss_18bfmove,tag00052
73,road_eqs_trams,rail_tf_ns_lt,rail_tf_ns15_lt,rail_tf_ns10_lt,rail_tf_ns20_lt,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,migr_eilpop,road_eqr_trams
74,trng_aes_186,tespn020,tespn250,sdg_04_60,trng_aes_187,lfst_dpw_06,isoc_cisci_f$dv_536,tespn060,eq_pop03,med_ps112
75,road_go_ca_d_c,road_tert_go,med_rd6,road_go_ca_d_ha,road_go_ca_c,gbv_st_cnq,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,tran_im_urail
76,ipr_dfa_tot,ipr_da_typ,mar_pa_qm_me,sbs_cre_pintpay,sbs_cre_pintrex,ipr_dr_tot,ipr_da_tot,ipr_da_pop,med_en46,met_ipr_dfa
77,demo_fabortind,mar_qg_qm_pvh,mar_qg_qm_pwhc,mar_qg_qm_pwh,mar_qg_qm_pwhl,mar_qg_qm_ewht,mar_qg_qm_pwhr,mar_qg_qm_ewhg,mar_qg_qm_ewhd,mar_qg_qm_ewhk
78,rail_tf_ns_lt,rail_tf_ns15_lt,rail_tf_ns10_lt,rail_tf_ns15_mk,rail_tf_ns10_mk,rail_tf_ns20_lt,med_ra5,enps_rail_pa,rail_tf_ns15_cz,rail_tf_ns_ee
79,orch_olives3,orch_olives2,orch_total,orch_olives1,orch_grapes3,med_ag2,bs_bs8_00,apri_lprc_h,apri_lrnt_h,isoc_cbs
80,gbv_awr_leg,gbv_awr_serv,educ_uoe_enrt05,gbv_st_rp,med_ps43,sdg_16_70,tag00020,gbv_ipv_comm,med_ps423,earn_ses14_rann
81,med_air2,rail_if_traff,road_if_bsurfa,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,ilc_iw06,tet00012,tet00011,avia_ec_emp_ent
82,rail_tf_ns15_cz,rail_tf_ns20_cz,rail_tf_ns15_lt,rail_tf_ns20_el,rail_tf_ns_lt,rail_tf_ns10_lt,rail_tf_ns20_lt,rail_tf_ns15_mk,rail_tf_ns15_li,rail_tf_ns15_no
83,tps00029,sdg_11_52,hlth_cd_aperrto,edat_lfso_00t4,crim_hist,eq_mor06,bd_size$dv_1502,crim_off_cat$dv_348,hlth_cd_apyll,tps00152
84,sdg_16_20,tsc00025,tipsun30,teilm020,teilm021,hlth_cd_aperrto,teilm022,tipsun20,tesem140,tesem120
85,med_ps12,tps00204,tps00199,enps_demo_gind,demo_r_find3$dv_1541,gbv_any_cnq,gbv_ipv_cnq,gbv_npv_cnq,hlth_hlye_h,hlth_hlye$dv_287
86,gbv_ipv_cnq,gbv_ipv_ed,gbv_npv_cnq,gbv_st_perp,gbv_ipv_du,gbv_any_cnq,gbv_npv_ed,rd_p_sen,tsc00025,gbv_any_ed
87,med_rd5,enps_road_eqs_car,med_rd2,tran_im_urail,road_eqr_spurp,road_tf_buscoa,med_rd4,road_pa_mov,med_rd3,enps_tour_occ_arnat
88,enpe_isoc_ci_ifp_fu,tin00092,tin00091,tin00102,tin00028,isoc_ci_cm_h$dv_507,isoc_ci_ac_i$dv_1122,tin00103,isoc_sk_cskl_i$dv_266,met_ipr_dapop
89,bs_bs4_06,bs_bs7_00,bs_bs8_00,bs_bs13_04,iss_21gvcms,tin00116,bs_bs16_04,gbv_st_cnq,migr_eilpop,hlth_cd_aperrto
90,med_ps12,tps00014,tps00017,enps_demo_nind,med_ps21,hsw_ij_edse,demo_r_find3$dv_1541,med_ps24,med_ps25,hsw_ind
91,med_ps22,med_ps23,educ_fiaid,rd_p_sen,med_ps422,med_ps24,educ_iste,med_ps25,enps_educ_comprate,educ_ipart$dv_437
92,ipr_da_tot,ipr_da_pop,ipr_da_typ,met_ipr_da,ipr_da_gdp,rd_p_sen,ipr_ta_typ,gbv_npv_cnq,ipr_ta_tot,tin00102
93,sdg_15_42,for_profnc,ipr_da_typ,cens_91hpnper,tipsun30,ipr_da_pop,tgs00064,ipr_da_gdp,teimf200,tec00033
94,crim_hom_city,crim_hist,gbv_ch_rp,gbv_st_rp,gbv_ipv_rp,gbv_npv_rp,gbv_any_rp,gbv_shw_rp,crim_off_cat$dv_1401,crim_off_cat$dv_348
95,egi_va2,sdg_17_20,teina436_r2,teina438_r2,egi_em3,bs_bs7_04,tet00037,med_ec5,teina416_r2,teina412_r2
96,med_to12,enpe_tour_occ_arnat,tin00172,tin00175,tin00174,ten00139,tin00171,enpe_tour_cap_nat,sbs_pen_7e,hlth_co_dischnr
97,pipe_if_capac,iww_ec_ent_c,pipe_if_lenght,rd_p_sen,hlth_ehis_fv3e$dv_462,hlth_ehis_fv3e$dv_1143,sbs_cre_gbneea,med_ma4,enps_mar_eqton,tessi291
98,ttr00016,ttr00012,rail_pa_nbpass,enps_avia_pa,avia_tppa,tgs00077,mar_pa_qm_me,med_air5,mar_tp_pa,road_tf_buscoa
99,eq_pop03,lfsi_jhh_a,tipslm80,lfst_r_edatd_22,educ_uoe_enrt05,tespn250,ilc_mddd04b$dv_2721,tespn020,tesem140,tipsun20
